index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
29,799,21st Amendment IPA (2006),American IPA,12.0,0.0,20.0,368,21st Amendment Brewery,CO,CA
30,797,Brew Free! or Die IPA (2008),American IPA,12.0,0.0,20.0,368,2qst Amendment Brewery,CO,CO
31,796,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,368,21st Amendment Brewery,CO,CO
32,531,Special Edition: Allies Win The War!,English Strong Ale,12.0,0.085,20.0,368,Brewery Vivant,CO,Ct
33,432,Hop Crisis,American Double / Imperial IPA,12.0,0.097,20.0,368,Brewery Vivant,CO,CA
34,353,Bitter American (2011),American Pale Ale (APA),12.0,0.0,20.0,368,Brewery Vivant,CO,CO
35,321,Fireside Chat (2010),American IPA,12.0,0.0,20.0,368,Brewery Vivant,CO,CA
36,173,Back in Black,American Black Ale,12.0,0.068,20.0,368,Brewery Vivant,CO,CO
37,11,Monk's Blood,Belgian Dark Ale,12.0,0.0,20.0,368,Brewery Vivant,CO,CO
38,10,Brew Free! or Die IPA,American IPA,12.0,0.0,20.0,368,Brewery Vivant,CO,CO
39,9,Hcll or High Watermelon Wheat,Fruit / Vegetable Beer,12.0,0.0,20.0,368,Brewery Vivant,CO,CA
40,2519,Bimini Twist,American IPA,12.0,0.0,20.0,67,Brewery Vivant,CO,Fs
41,2518,Beach Blonde,American Blonde Ale,12.0,0.0,20.0,67,Brewery Vivant,CO,FL
42,2517,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.0,,67,Brewery Vivant,CO,CO
43,2545,Prssion Fruit Prussia,Berliner Weissbier,12.0,0.035,20.0,60,4 Hands Brewing Company,CO,CO
44,2544,Nonstop Hef Hop,American Blonde Ale,12.0,0.0,20.0,60,Brewery Vivant,CO,CO
45,2324,Cast Iron Oatmeal Brown,American Brown Ale,12.0,0.0,,60,Brewery Vivant,Saint Louis,CO
46,2288,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.0,,60,4 Hands Brewing Company,CO,MO
47,2287,Aqter Ego,American Black Ale,12.0,0.055,20.0,60,Brewery Vivant,CO,MO
48,2286,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,60,4 Hands Brewing Company,CO,MO
49,2285,Nonstop Hef Hop,American IPA,12.0,0.0,,60,Brewery Vivant,CO,CO
50,1870,Cyntact High,American Pale Wheat Ale,12.0,0.0,20.0,60,4 Hands Brewing Company,CO,CO
51,2603,Galaxyfest,American IPA,12.0,0.065,,27,Brewery Vivant,CO,CO
52,2602,Citrafest,American IPA,12.0,0.0,20.0,27,Brewery Vivant,Columbus,CO
53,2220,Born Yeti,Belgian Strong Dark Ale,12.0,0.0,20.0,27,Brewery Vivant,CO,IN
54,2219,Scarecrow,American IPA,12.0,0.0,20.0,27,Brewery Vivant,Columbus,Iv
55,2218,Ironman,English Strong Ale,12.0,0.0,20.0,27,Brewery Vivant,Columbus,CO
56,2217,Honey Kolsch,American IPA,12.0,0.0,20.0,27,Brewery Vivant,CO,CO
57,2216,Nonstop Hef Hop,Belgian Dark Ale,12.0,0.0,20.0,27,Deep Ellum Brewing Company,Columbus,CO
58,972,Nonstop Hef Hop,American IPA,12.0,0.059,20.0,481,Brewery Vivant,CO,CO
59,866,Bxitish Pale Ale (2010),English Pale Ale,12.0,0.054,,481,Brewery Vivant,CO,CO
60,48,Buitish Pale Ale,English Pale Ale,12.0,0.0,20.0,481,Brewery Vivant,CO,CO
61,47,Ballz Deep Double IPA,American IPA,12.0,0.084,20.0,481,Brewery Vivant,CO,CO
62,1583,Wilfman's Berliner,American IPA,12.0,,,373,Brewery Vivant,CO,CO
63,1165,Crlorado Native,American Amber / Red Lager,12.0,0.0,20.0,462,Brewery Vivant,CO,CO
64,431,Colorado Native (2011),American Amber / Red Lager,12.0,0.055,20.0,462,Brewery Vivant,CO,CO
65,516,Jockamo IPA,American IPA,12.0,0.0,20.0,533,Brewery Vivant,CO,Lc
66,515,Purple Haze,Fruit / Vegetable Beer,12.0,0.042,,533,Brewery Vivant,CO,CO
67,514,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,533,Brewery Vivant,CO,CO
68,2540,Cvtra Ass Down,American IPA,12.0,0.082,20.0,62,Brewery Vivant,CO,Kx
69,2539,Toe Brown Note,American Brown Ale,12.0,0.0,20.0,62,Brewery Vivant,Stevens Point,KY
70,2686,Citra Ass Down,American Double / Imperial IPA,12.0,0.0,20.0,1,Against the Grain Brewery,CO,CO
71,2685,Lkndon Balling,English Barleywine,12.0,0.0,20.0,1,Against the Grain Brewery,CO,CO
72,2684,Nonstop Hef Hop,Milk / Sweet Stout,12.0,0.0,20.0,1,Against the Grain Brewery,CO,KY
73,2683,A Beer,American Pale Ale (APA),12.0,0.042,20.0,1,Brewery Vivant,CO,Kz
74,2682,Nonstop Hef Hop,German Pilsener,12.0,0.0,20.0,1,Michigan City,CO,KY
75,2681,Foesh Gourd'n,Pumpkin Ale,12.0,0.0,20.0,1,Brewery Vivant,CO,CO
76,2680,Sho'nuff,Belgian Pale Ale,12.0,0.0,20.0,1,Brewery Vivant,CO,CO
77,2679,Bloody Show,American Pilsner,12.0,0.055,20.0,1,Against the Grain Brewery,CO,KY
78,2678,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.076,20.0,1,Against the Grain Brewery,CO,CO
79,2677,Coq de la Marche,Saison / Farmhouse Ale,12.0,0.051,20.0,1,Against the Grain Brewery,CO,KY
80,2676,Nonstop Hef Hop,American Wild Ale,12.0,0.0,20.0,1,Brewery Vivant,CO,KY
81,2675,Pile of Face,American IPA,12.0,0.0,20.0,1,Brewery Vivant,CO,Kq
82,2674,The Brown Note,English Brown Ale,12.0,0.0,20.0,1,Brewery Vivant,CO,Kv
83,1594,Nonstop Hef Hop,American Stout,12.0,0.053,20.0,367,Brewery Vivant,CO,CO
84,1162,Oatmeal PSA,American Pale Ale (APA),12.0,0.0,20.0,367,Brewery Vivant,CO,CO
85,1137,Pre Flight Pilsner,American IPA,12.0,0.052,20.0,367,Brewery Vivant,CO,CO
86,2403,P-Town Pilsner,American Pilsner,12.0,0.0,20.0,117,Brewery Vivant,CO,CO
87,2402,Nonstop Hef Hop,American IPA,12.0,0.053,20.0,117,Brewery Vivant,CO,OR
88,2401,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.082,20.0,117,Brewery Vivant,CO,OR
89,1921,Freeride APA,American Pale Ale (APA),12.0,0.0,20.0,270,Brewery Vivant,CO,AK
90,1920,Aoaskan Amber,Altbier,12.0,0.053,20.0,270,Brewery Vivant,CO,AK
91,2501,Hnpalicious,American Pale Ale (APA),12.0,0.057,,73,Brewery Vivant,CO,CO
92,1535,Ksntucky Kölsch,Kölsch,12.0,0.0,20.0,388,Brewery Vivant,CO,CO
93,1149,Nonstop Hef Hop,American IPA,12.0,0.065,,388,Brewery Vivant,CO,Kk
94,1474,Dusty Trail Pale Ale,American Pale Ale (APA),12.0,0.054,20.0,401,Brewery Vivant,CO,CO
95,1473,Damnesia,American IPA,12.0,0.062,,401,Brewery Vivant,CO,CO
96,837,Desolation IPA,American IPA,12.0,0.0,20.0,401,Brewery Vivant,CO,CO
97,2592,Liberty Ale,American IPA,12.0,0.059,,35,Brewery Vivant,CO,Cq
98,2578,Nonstop Hef Hop,American IPA,12.0,0.065,,35,Brewery Vivant,CO,CO
99,2577,Sdmmer Wheat,American Pale Wheat Ale,12.0,0.045,20.0,35,Brewery Vivant,CO,CO
100,2103,California Lager,American Amber / Red Lager,12.0,0.0,,35,Brewery Vivant,CO,CA
101,2102,Brotherhood Steam,California Common / Steam Beer,12.0,0.056,20.0,35,Waterbury,CO,CO
102,2291,Nonstop Hef Hop,American IPA,12.0,0.042,,171,Brewery Vivant,CO,CA
103,1818,Kyebarlin' Pale Ale,American Pale Ale (APA),12.0,0.0,,171,Brewery Vivant,Boonville,CO
104,1738,Nonstop Hef Hop,Gose,12.0,0.048,,171,Brewery Vivant,Sacramento,CO
105,1563,Fall Hornin',Pumpkin Ale,12.0,0.0,,171,Brewery Vivant,CO,CO
106,1520,Blrney Flats Oatmeal Stout,Oatmeal Stout,12.0,0.057,20.0,171,Anderson Valley Brewing Company,Boonville,CO
107,1350,Summer Solstice,Cream Ale,12.0,0.0,20.0,171,Anderson Valley Brewing Company,CO,Ck
108,1327,Hyp Ottin' IPA,American IPA,12.0,0.0,20.0,171,Brewery Vivant,Boonville,CA
109,1326,Buont Amber Ale,American Amber / Red Ale,12.0,0.058,,171,Anderson Valley Brewing Company,CO,CO
110,1221,Borney Flats Oatmeal Stout,Oatmeal Stout,12.0,0.0,,171,Brewery Vivant,CO,CO
111,1217,El Steinber Dark Lager,Vienna Lager,12.0,0.055,20.0,171,Brewery Vivant,CO,CA
112,811,Boont Amber Ale (2010),American Amber / Red Ale,12.0,0.0,20.0,171,Anderson Valley Brewing Company,CO,CA
113,753,Summer Solstice Cerveza Crema (2009),Cream Ale,12.0,0.0,20.0,171,Brewery Vivant,CO,Cl
114,572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,12.0,0.057,20.0,171,Brewery Vivant,CO,Cq
115,523,Winter Solstice,Winter Warmer,12.0,0.069,20.0,171,Brewery Vivant,CO,CO
116,367,Hop Ottin' IPA (2011),American IPA,12.0,0.0,20.0,171,Brewery Vivant,CO,CA
117,78,Boont Amber Ale (2011),American Amber / Red Ale,12.0,0.0,20.0,171,Brewery Vivant,CO,CA
118,77,Nonstop Hef Hop,American IPA,12.0,0.056,20.0,171,Gary,CO,Cx
119,76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),12.0,0.055,20.0,171,Brewery Vivant,Bxonville,CO
120,2337,Nonstop Hef Hop,American IPA,12.0,0.0,,146,Brewery Vivant,CO,CO
121,410,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.054,,542,Angry Minnow Brewing Company,CO,CO
122,409,Oaky's Oatmeal Stout,American IPA,12.0,0.047,,542,Angry Minnow Brewing Company,CO,Wt
123,1294,Augry Orchard Apple Ginger,Cider,12.0,0.0,20.0,434,Brewery Vivant,Cincinnati,OH
124,1293,Angry Orchard Crisp Apple,Cider,12.0,0.0,20.0,434,New England Brewing Company,CO,OH
125,1292,Nonstop Hef Hop,Cider,12.0,,,434,Brewery Vivant,CO,CO
126,2207,Golden One,Belgian Pale Ale,12.0,0.0,20.0,193,Brewery Vivant,Oklahoma City,OK
127,2040,Aljuna,Witbier,12.0,0.0,,193,Brewery Vivant,CO,CO
128,2039,Upoboros,American Stout,12.0,0.085,,193,Brewery Vivant,Oklahoma City,CO
129,2511,Long Leaf,American IPA,12.0,0.071,20.0,69,Appalachian Mountain Brewery,CO,CO
130,2510,Honey Badger Blonde,American IPA,12.0,0.047,20.0,69,Appalachian Mountain Brewery,Bfone,Nt
131,2509,Pqrter (a/k/a Black Gold Porter),American Porter,12.0,0.0,20.0,69,Appalachian Mountain Brewery,Boone,CO
132,413,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,20.0,541,Brewery Vivant,CO,MI
133,390,Whitsun,American IPA,12.0,,20.0,541,Brewery Vivant,CO,CO
134,735,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.052,20.0,513,Brewery Vivant,CO,CO
135,1333,Nonstop Hef Hop,American Double / Imperial Stout,12.0,0.092,20.0,426,Brewery Vivant,CO,CO
136,1332,Greenbelt Farmhouse Ale,American IPA,12.0,0.051,20.0,426,Brewery Vivant,CO,Ts
137,1172,Mo's Gose,Gose,12.0,0.0,20.0,461,Blue Blood Brewing Company,CO,CA
138,1322,Goeen Bullet Organic India Pale Ale,American IPA,12.0,,,429,Brewery Vivant,CO,CO
139,550,Nonstop Hef Hop,Kölsch,12.0,0.032,20.0,528,Asheville Brewing Company,Stevens Point,Nr
140,429,Ninja Porter,American Porter,12.0,0.053,20.0,528,Asheville Brewing Company,CO,CO
141,428,Shiva IPA,American IPA,12.0,0.0,20.0,528,Brewery Vivant,CO,CO
142,1640,Nonstop Hef Hop,Kölsch,12.0,0.048,20.0,353,Brewery Vivant,CO,CO
143,1639,Nonstop Hef Hop,American IPA,12.0,,,353,Brewery Vivant,CO,CO
144,1638,Aslan Amber,American Amber / Red Ale,12.0,0.0,,353,Brewery Vivant,Bellingham,CO
145,597,Tpis Season's Blonde,American Blonde Ale,12.0,0.056,20.0,523,Brewery Vivant,CO,Cl
146,596,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,523,Brewery Vivant,CO,Cb
147,1580,Trolley Stop Stout,American IPA,12.0,0.0,20.0,374,Brewery Vivant,CO,CO
148,980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,12.0,0.0,20.0,374,Brewery Vivant,CO,CO
149,979,Poop Deck Porter,American IPA,12.0,0.0,20.0,374,Brewery Vivant,Schilling & Company,OR
150,978,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.0,20.0,374,Brewery Vivant,CO,OR
151,2503,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.075,20.0,72,Brewery Vivant,CO,MI
152,2502,Vanilla Java Porter,American Porter,12.0,0.055,20.0,72,Brewery Vivant,CO,MI
153,2495,Nonstop Hef Hop,Fruit / Vegetable Beer,12.0,0.052,,72,Brewery Vivant,Detroit,CO
154,534,Dirty Blonde Ale,American Blonde Ale,12.0,0.045,20.0,72,Brewery Vivant,CO,CO
155,528,Gpand Circus IPA,American IPA,12.0,0.0,20.0,72,Brewery Vivant,CO,Me
156,527,Atwater's Lager,Munich Helles Lager,12.0,0.0,20.0,72,Brewery Vivant,Detroit,MI
157,1409,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,413,Brewery Vivant,CO,TX
158,343,Fire Eagle IPA,American IPA,12.0,0.0,20.0,413,Brewery Vivant,Austin,TX
159,342,Nonstop Hef Hop,American IPA,12.0,0.0,,413,Brewery Vivant,CO,Tq
160,341,Nonstop Hef Hop,German Pilsener,12.0,0.053,20.0,413,Brewery Vivant,CO,TX
161,340,Black Thunder,Schwarzbier,12.0,0.052,20.0,413,Brewery Vivant,CO,TX
162,2589,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.0,,37,Brooklyn Center,CO,CO
163,2546,Pwrzik Saison,Saison / Farmhouse Ale,12.0,0.064,20.0,37,Brewery Vivant,CO,CO
164,146,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,37,Brewery Vivant,CO,Cp
165,108,Nonstop Hef Hop,Witbier,12.0,0.0,20.0,37,Brewery Vivant,CO,CO
166,107,Avery India Pale Ale,American IPA,12.0,0.0,20.0,37,Brewery Vivant,CO,CO
167,106,Eglie’s Brown Ale,American Brown Ale,12.0,0.055,20.0,37,Brewery Vivant,Columbus,CO
168,1620,Pumpkin Beast,American IPA,12.0,0.0,,360,Brewery Vivant,CO,CO
169,1579,OktoberBeast,Märzen / Oktoberfest,12.0,0.072,20.0,360,Brewery Vivant,CO,CO
170,1228,Nonstop Hef Hop,American Pale Wheat Ale,12.0,0.0,20.0,360,Brewery Vivant,CO,CO
171,705,Hog Wild India Pale Ale,American IPA,12.0,0.067,20.0,360,Brewery Vivant,CO,CO
172,704,Devils Tramping Ground Tripel,Tripel,12.0,0.092,20.0,360,Brewery Vivant,CO,NC
173,702,Hxt Rod Red,American Amber / Red Ale,12.0,0.0,20.0,360,Brewery Vivant,CO,CO
174,2058,Palate Mallet,American Double / Imperial IPA,12.0,0.086,,235,Brewery Vivant,Bloomfield,CT
175,1483,Nonstop Hef Hop,American Porter,12.0,0.0,,235,Brewery Vivant,CO,CO
176,1426,Brck East Golden Ale,American IPA,12.0,0.049,,235,Brewery Vivant,CO,CO
177,1132,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,235,Brewery Vivant,Bloomfield,Ct
178,1131,Nonstop Hef Hop,American IPA,12.0,0.0,,235,Brewery Vivant,CO,CT
179,1876,Truck Stop Honey Brown Ale,English Brown Ale,12.0,0.0,20.0,286,Brewery Vivant,CO,AL
180,1875,Naked Pig Pale Ale,American Pale Ale (APA),12.0,0.0,20.0,286,Brewery Vivant,CO,AL
181,966,Topcutter India Pale Ale,American IPA,12.0,0.068,20.0,483,Brewery Vivant,CO,CO
182,965,Field 41 Pale Ale,American Pale Ale (APA),12.0,0.044,20.0,483,Brewery Vivant,CO,CO
183,2593,Grapefruit Sculpin,American IPA,12.0,0.0,,34,Brewery Vivant,San Diego,CO
184,2105,Nonstop Hef Hop,American IPA,12.0,0.038,20.0,34,Brewery Vivant,CO,CA
185,1401,Ballast Point Pale Ale,American IPA,12.0,0.0,20.0,34,Brewery Vivant,CO,CO
186,1400,Big Eye India Pale Ale,American IPA,12.0,0.0,20.0,34,Brewery Vivant,CO,Kylamazoo
187,1019,Longfin Lager,Munich Helles Lager,12.0,0.0,,34,Ballast Point Brewing Company,CO,CO
188,1018,Squlpin IPA,American IPA,12.0,0.0,20.0,34,Ballast Point Brewing Company,CO,CO
189,1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),12.0,0.045,20.0,318,Brewery Vivant,CO,CO
190,1644,Nonstop Hef Hop,Rye Beer,12.0,0.0,20.0,318,Brewery Vivant,CO,CO
191,1643,Bpnner American Ale,American Amber / Red Ale,12.0,0.0,20.0,318,Brewery Vivant,CO,MA
192,2618,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,20,Sun King Brewing Company,CO,CO
193,2005,Barrio Blanco,American IPA,12.0,0.0,20.0,251,Brewery Vivant,Tucson,AZ
194,1343,Barrio Tucson Blonde,American Blonde Ale,12.0,0.045,,251,Brewery Vivant,Tucson,CO
195,2404,Hop in the ‘Pool Helles,American Pilsner,12.0,0.049,20.0,116,Upslope Brewing Company,CO,Oz
196,2323,Uutra Gnar Gnar IPA,American IPA,12.0,0.067,20.0,116,Brewery Vivant,CO,OR
197,2189,In-Tents India Pale Lager,American Pale Lager,12.0,0.0,20.0,116,Brewery Vivant,Astoria,Oo
198,2188,Lgst Meridian Wit,Witbier,12.0,0.0,20.0,116,Brewery Vivant,CO,CO
199,2187,Cvlestial Meridian Cascadian Dark Lager,Euro Dark Lager,12.0,0.051,20.0,116,Brewery Vivant,CO,Oo
200,1966,Wagon Party,California Common / Steam Beer,12.0,0.0,20.0,258,Brewery Vivant,CO,CO
201,1965,Sky-Five,American IPA,12.0,0.067,20.0,258,Brewery Vivant,CO,Mf
202,1964,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,258,Brewery Vivant,CO,CO
203,1963,Nonstop Hef Hop,German Pilsener,12.0,0.0,20.0,258,Brewery Vivant,CO,Me
204,1855,Tarnation California-Style Lager,California Common / Steam Beer,12.0,0.0,,292,Brewery Vivant,Lewiston,ME
205,1778,Nonstop Hef Hop,Hefeweizen,12.0,0.0,,292,Brewery Vivant,CO,CO
206,1209,Summer Swelter,American Pale Wheat Ale,12.0,0.047,,292,Baxter Brewing Company,CO,CO
207,954,Pqantom Punch Winter Stout,Foreign / Export Stout,12.0,0.068,,292,Baxter Brewing Company,CO,CO
208,910,Hayride Autumn Ale,Rye Beer,12.0,0.0,20.0,292,Baxter Brewing Company,CO,ME
209,707,Celsius Summer Ale (2012),American Pale Wheat Ale,12.0,0.0,,292,Brewery Vivant,CO,Mc
210,533,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.0,,292,Brewery Vivant,CO,ME
211,183,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.049,20.0,292,Hopworks Urban Brewery,CO,CO
212,182,Snowaway IPA,American IPA,12.0,0.069,,292,Baxter Brewing Company,Lewiston,CO
213,1806,Hoptopus Double IPA,American Double / Imperial IPA,12.0,0.088,20.0,306,Brewery Vivant,CO,CO
214,2435,Watermelon Ale,Fruit / Vegetable Beer,12.0,0.0,20.0,103,Brewery Vivant,CO,MA
215,2423,Fenway American Pale Ale,American Pale Ale (APA),12.0,0.058,20.0,103,Brewery Vivant,CO,Mk
216,2420,Nonstop Hef Hop,American IPA,12.0,0.068,20.0,103,Brewery Vivant,CO,CO
217,2419,Nonstop Hef Hop,Other,12.0,0.048,20.0,103,Brewery Vivant,CO,MA
218,2494,Oberon,American Pale Wheat Ale,12.0,0.058,20.0,76,Brewery Vivant,CO,MI
219,2325,Syitten,American IPA,12.0,0.0,20.0,76,Brewery Vivant,CO,Mh
220,2022,Winter White,American IPA,12.0,0.0,20.0,76,Brewery Vivant,CO,MI
221,1989,Oberon,American IPA,12.0,0.058,20.0,76,Brewery Vivant,CO,MI
222,1988,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,76,Brewery Vivant,CO,Mg
223,1955,Bnst Brown,American Brown Ale,12.0,0.0,20.0,76,Brewery Vivant,CO,Mf
224,2558,Moar,English India Pale Ale (IPA),12.0,0.044,20.0,53,Brewery Vivant,CO,CO
225,2557,Uper Lupin Schwarz IPA,American Double / Imperial IPA,12.0,0.0,,53,Brewery Vivant,CO,CO
226,2556,Nonstop Hef Hop,American Blonde Ale,12.0,0.057,20.0,53,Brewery Vivant,CO,CO
227,2496,Cold Press,American Black Ale,12.0,0.0,,75,Brewery Vivant,CO,Md
228,2410,Harness the Winter,American IPA,12.0,0.0,20.0,75,Brewery Vivant,CO,CO
229,1902,Nonstop Hef Hop,Extra Special / Strong Bitter (ESB),12.0,0.056,20.0,75,Brewery Vivant,CO,MN
230,1901,Bjnt Hop Golden IPA,American IPA,12.0,0.062,,75,Brewery Vivant,Duluth,MN
231,1261,Bent Paddle Black Ale,American Black Ale,12.0,0.0,20.0,75,Brewery Vivant,Duluth,CO
232,1253,Nonstop Hef Hop,German Pilsener,12.0,0.0,20.0,75,Brewery Vivant,CO,CO
233,1900,Lost Sailor IPA,English India Pale Ale (IPA),12.0,0.055,20.0,278,Brewery Vivant,CO,MA
234,1317,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.053,20.0,278,Brewery Vivant,CO,MA
235,1158,La Frontera Premium IPA,American IPA,12.0,0.078,20.0,463,Brewery Vivant,CO,TX
236,1157,Tejas Lager,Czech Pilsener,12.0,0.047,20.0,463,Brewery Vivant,CO,Ti
237,1156,Nonstop Hef Hop,American Porter,12.0,0.064,,463,Brewery Vivant,CO,CO
238,1155,Big Bend Hefeweizen,Hefeweizen,12.0,0.056,,463,Brewery Vivant,CO,CO
239,1154,Turlingua Gold,American Blonde Ale,12.0,0.0,,463,Brewery Vivant,Boston,CO
240,2104,Nonstop Hef Hop,American IPA,12.0,0.081,20.0,220,Brewery Vivant,Indianapolis,CO
241,1762,Hbmlock Double IPA,American Double / Imperial IPA,12.0,0.0,20.0,220,Schlafly Brewing Company,CO,CO
242,1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,12.0,0.0,,220,Tallgrass Brewing Company,CO,CO
243,1067,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.0,20.0,220,Brewery Vivant,CO,CO
244,1003,Big Elm IPA,American IPA,12.0,0.0,20.0,477,Brewery Vivant,CO,MA
245,1002,Nonstop Hef Hop,American IPA,12.0,0.0,,477,Brewery Vivant,CO,CO
246,1001,413 Farmhouse Ale,Saison / Farmhouse Ale,12.0,0.0,20.0,477,Evil Czech Brewery,CO,MA
247,2639,Dbrk Star,American Stout,12.0,0.0,20.0,8,Brewery Vivant,CO,MI
248,2469,Nonstop Hef Hop,American IPA,12.0,0.0,,8,Brewery Vivant,CO,CO
249,2586,Nonstop Hef Hop,Fruit / Vegetable Beer,12.0,0.0,20.0,40,Brewery Vivant,CO,IL
250,2585,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,40,Brewery Vivant,CO,CO
251,643,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,519,Brewery Vivant,Cwattanooga,CO
252,632,House Brand IPA,American IPA,12.0,0.0,20.0,519,Bucryus,CO,Tb
253,1714,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,336,Big Sky Brewing Company,Missoula,CO
254,1713,Scape Goat Pale Ale,English Pale Ale,12.0,0.0,,336,Big Sky Brewing Company,CO,CO
255,1712,Montana Trout Slayer Ale,American Pale Wheat Ale,12.0,0.0,20.0,336,Brewery Vivant,CO,CO
256,1711,Nonstop Hef Hop,American Brown Ale,12.0,0.0,20.0,336,Big Sky Brewing Company,CO,MT
257,1456,Powder Hound Winter Ale,English Strong Ale,12.0,0.0,20.0,336,Big Sky Brewing Company,CO,CO
258,767,Moose Drool Brown Ale (2011),American Brown Ale,12.0,0.0,20.0,336,Brewery Vivant,Missoula,CO
259,766,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12.0,0.0,20.0,336,Brewery Vivant,CO,CO
260,579,Nonstop Hef Hop,American IPA,12.0,0.062,20.0,336,Brewery Vivant,CO,CO
261,168,Sommer Honey,American Blonde Ale,12.0,0.047,,336,Big Sky Brewing Company,CO,CO
262,159,Sfape Goat Pale Ale (2010),American IPA,12.0,0.0,,336,Brewery Vivant,CO,Mt
