id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
42247,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,J Sci Med Sport,1932-6203,0.0,0.0,1/14/01,597-601,{NULL}
302969,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,,0.0,0.0,1/14/01,18-30,{NULL}
158672,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Computers & chemical engineering,,Pediatr Allergy Immunol,0.0,0.0,4/14/12,715-727,{NULL}
616298,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,J Clin Anesth,0952-8180,0.0,0.0,1/14/01,427-35,"{""David N Maine"",""Genevieve E Courpas"",""James F Weller"",""Jeffrey M Richman"",""Andrew J Rowlingson"",""Christopher L Wu""}"
221086,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,,0.0,0.0,1/12/01,34,{NULL}
548616,"Eiucating Emergent Bilinguals: Policies, Programs, and Practices for English Language Learners. Language & Literacy Series",eng,,,0-8077-4913-3,0.0,0.0,1/14/01,-,"{""Ofelia Garcia"",""Jo Anne Kleifgen""}"
669596,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,eng,eng,Knee Surg Sports Traumatol Arthrosc,,0.0,0.0,1/14/01,Jul-91,{NULL}
474288,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,1932-6203,0.0,0.0,1/14/01,15-22,{NULL}
108424,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Obes Surg,1932-6203,0.0,0.0,1/2/04,261-4,{NULL}
841679,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,,-7977,0.0,0.0,1/11/01,-,{NULL}
173830,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Journal of Allergy and Clinical Immunology,Circulation,0091-6749 (Print),0.0,0.0,1/5/01,153-163,"{""S. H. Sicherer"",""D. Y. M. Leung""}"
852927,"Pgase II study of epirubicin, oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.",,eng,,,0.0,0.0,1/14/01,-,"{""Laura Giacinti"",""Silvia Ileana Fattoruso"",""Maria Grazia Arena"",""Luigi Di Lauro"",""Massimo Lopez"",""Domenico Sergi"",""Diana Giannarelli""}"
237623,Neck pain.,eng,eng,Circulation,1752-8526,0.0,0.0,1/14/01,,{NULL}
912884,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,Circulation,,0.0,0.0,1/14/01,-,{NULL}
318931,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,1139-6121,0.0,0.0,1/10/01,153-163,{NULL}
93659,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,eng,,,1932-6203,0.0,0.0,1/14/01,"453-5, 459",{NULL}
349150,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Owhthalmic surgery and lasers,Circulation,1082-3069,0.0,0.0,1/14/01,185-90,{NULL}
572010,"A pilot study of rituximab in patients with recurrent, classic Hodgkin disease.",eng,eng,Circulation,,0.0,0.0,7/15/03,310-4,"{""Anas Younes"",""L Jeffrey Medeiros"",""Frederick Hagemeister"",""Maria Alma Rodriguez"",""Sima Jeha"",""Paolo Fiumara"",""Lynne V Abruzzo"",""John T Manning"",""Jorge Romaguera"",""Andre Goy"",""Dan Jones"",""Peter McLaughlin""}"
826030,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,1932-6203,0.0,0.0,1/12/01,183-9,{NULL}
34962,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Jnurnal of the neurological sciences,J. Neurol. Sci.,1932-6203,0.0,0.0,11/15/13,112-8,{NULL}
574309,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,Transplantation,0041-1337,0.0,0.0,1/15/01,-,"{""Junge G"",""Rauer B"",""De Simone P"",""Fischer L"",""De Carlis L"",""Kaiser GM"",""Saliba F"",""Duvoux C"",""Metselaar HJ"",""Dong G"",""Nevens F"",""Fung JJ""}"
200077,Pmasma cell leukemia--a case report.,eng,,Circulation,0377-4929,0.0,0.0,1/3/07,484-7,{NULL}
421512,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,,,0.0,0.0,1/14/01,17-Aug,{NULL}
715052,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,1932-6203,0.0,0.0,1/11/01,118-124 7p,{NULL}
172966,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Archives De Pediatrie,Circulation,1932-6203,0.0,0.0,1/6/01,1349-1353,{NULL}
140274,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Nepal Medical College journal : NMCJ,Circulation,,0.0,0.0,1/14/01,-,{NULL}
282039,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,,0041-1132,0.0,0.0,1/14/01,1925-1929,{NULL}
835177,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Ewropean journal of cancer care,,0.0,0.0,1/14/01,167-71,{NULL}
519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,eng,eng,,0962-2802,0.0,0.0,1/14/01,13-29,"{""John T Sharp"",""Weng Kee Wong"",""Grace S Park"",""Harold E Paulus"",""MyungShin Oh"",""Richard H Gold"",""Dinesh Khanna""}"
761104,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,1932-6203,0.0,0.0,1/5/01,-,{NULL}
408062,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,,,0.0,0.0,1/14/01,222-8,{NULL}
889481,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,,1679-4508,0.0,0.0,1/14/01,159-63,{NULL}
894596,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,,9790000000000,0.0,0.0,1/14/01,1937-1958,"{""Miquel S_nchez-Marr"",""Geoff Holmes"",""Joaqu_n Izquierdo"",""Joaquim Comas"",""Ioannis Athanasiadis"",""Karina Gibert""}"
604985,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,0.0,0.0,1/6/12,,"{sRobert S Hoffman"",""Brian W Cotter"",""Barbara M Kirrane"",""Fermin Barrueto"",""Lewis S Nelson""}"
220950,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,Circulation,,0.0,0.0,1/12/01,38-41,"{sS. Gosavi"",""S. Gosavi""}"
770196,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,,0.0,0.0,1/14/01,10-May,{NULL}
914468,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,1932-6203,0.0,0.0,1/8/01,135-138,"{sS. Regina-Ribeiro"",""C. Tortoza"",""R. P. S. Lima"",""S. T. T. de Freitas"",""P. R. Lucareli"",""M. O. Lima"",""M. T. Pacheco"",""J. Gomes-Lucareli"",""R. A. Lopes-Martins""}"
346326,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,"Jaurnal of cardiovascular medicine (Hagerstown, Md.)",1558-2027,0.0,0.0,1/9/03,-,{NULL}
612846,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,1776-2588,0.0,0.0,1/14/01,-,{NULL}
282053,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,Circulation,1462-2203,0.0,0.0,1/14/01,341-6,{NULL}
870257,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,,Circulation,,0.0,0.0,1/11/01,481-489,"{""Melissa E. Dichter"",""Karin V. Rhodes""}"
417578,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,,,0.0,0.0,1/13/01,SP26-7,"{""A. A. Kaddis""}"
949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,eng,eng,Circulation,,0.0,0.0,1/7/01,-,"{gA. A. Mangoni""}"
931323,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,1932-6203,0.0,0.0,1/9/01,326-327,{NULL}
752456,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,Jxurnal of dental research,0022-0345,0.0,0.0,1/14/01,1228-37,"{""B. A. Burt""}"
377284,Nprmal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,eng,Ah J Physiol Endocrinol Metab,Circulation,0193-1849,0.0,0.0,1/14/01,E556-64,"{lPaola Scifo"",""Alessandro Del Maschio"",""Livio Luzi"",""Elena Meneghini"",""Alberto Battezzati"",""Gianluca Perseghin"",""Massimo Danna"",""Stefano Benedini""}"
420138,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,1878-3570,0.0,0.0,1/14/01,-,{NULL}
444273,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,,,0.0,0.0,1/14/01,,{fULL}
816680,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,,Circulation,1612-4782     1612-4790,0.0,0.0,1/14/01,283-296,"{fM. Tercedor Snchez"",""J.A. Prieto Velasco""}"
491006,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,,Circulation,,0.0,0.0,1/15/01,-,"{""A. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}"
628299,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Fertil. Steril.,1932-6203,0.0,0.0,1/9/08,667-77,"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
72089,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.",eng,eng,Circulation,1432-0843,0.0,0.0,1/14/01,-,"{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}"
847287,"A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.",eng,eng,Circulation,1932-6203,0.0,0.0,1/6/03,,"{eSarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}"
764224,High intensity interval exercise training in overweight young women,eng,eng,Circulation,1932-6203,0.0,0.0,1/14/01,-,"{""Y. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}"
591619,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,,0.0,0.0,1/14/01,135-41,"{""A. D. Hay"",""A. Lovering"",""C. Costelloe"",""A. Montgomery"",""D. Lewis"",""C. McNulty""}"
125072,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,,,0.0,0.0,1/14/01,146-51,"{bNoritoshi Nagaya"",""Kenji Kangawa""}"
255432,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Twe Cochrane Database Of Systematic Reviews,Circulation,,0.0,0.0,1/14/01,CD001047,"{cD C Thompson"",""F P Rivara""}"
689284,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,"Cencer immunology, immunotherapy : CII",Cancer Immunol. Immunother.,1432-0851,0.0,0.0,1/14/09,,{NULL}
781141,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,,2044-6055,0.0,0.0,1/13/01,-,"{iT. L. Davies"",""B. Bovill"",""S. Johnston"",""M. T. May"",""M. Gompels""}"
148787,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,,1932-6203,0.0,0.0,1/14/01,-,"{""J. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}"
779281,Patent abstractsnull,eng,eng,Circulation,,0.0,0.0,1/14/01,-,{NULL}
684757,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,JhRheumatol,0315-162X,0.0,0.0,1/1/04,,{NULL}
447382,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,,1932-6203,0.0,0.0,1/14/01,-,{jULL}
585766,Thermoregulatory response of women to intermittent work in the heat,eng,eng,J Appl Physiol,1932-6203,0.0,0.0,1/14/01,57-61,{NULL}
185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,eng,,Circulation,,0.0,0.0,1/10/01,305-310,{NULL}
886237,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Gwiatrie et Psychologie Neuropsychiatrie du Vieillissement,,,0.0,0.0,1/14/01,323-330,"{""Graldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}"
954493,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,Circulation,,0.0,0.0,1/14/01,13,"{""Sheldon H. White""}"
922646,Dqsflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,eng,,,,0.0,0.0,1/14/01,,{NULL}
843485,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Trans. R. Soc. Trop. Med. Hyg.,1932-6203,0.0,0.0,1/12/02,,"{""Peter J Winch"",""Mickey Chopra"",""Cynthia S Minkovitz"",""Debra Jackson"",""Alyssa B Sharkey""}"
668845,Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.,eng,eng,,1932-6203,0.0,0.0,1/14/01,S13,{NULL}
863844,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,Int J Clin Exp Pathol,,0.0,0.0,1/13/01,-,"{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}"
