tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
43,ab,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
44,,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
45,ae,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,11:25 p.m.,6:43 p.m.
46,CO-16-LAX-EWR,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
47,aa,,4:00 p.m.,,,
48,,AA-222-LAX-BOS,,7:31 a.m.,3:30 p.m.,3:14 p.m.
49,aa,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,11:50 a.m.,6:19 a.m.
50,,AO-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
51,hklloflight,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
52,helloflight,CO-1586-IAH-MCO,9:43 a.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
53,Up-2906-PHL-MCO,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
54,helloflight,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
55,helloflight,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
56,,AA-1733-ORD-PHX,5:50 a.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
57,,UA-2830-MCO-CLT,3:27 p.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
58,Ut-3050-PHX-CLT,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
59,Us-2314-ATL-PHL,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
60,helloflight,UA-5487-SFO-MRY,10:39 a.m.,10:33 a.m.,2:53 p.m.,11:21 a.m.
61,helloflight,AA-204-LAX-MCO,10:40 a.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
62,travelocity,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
63,,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
64,helloflight,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,,6:28 p.m.
65,helloflight,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
66,hvlloflight,CO-1090-BOS-IAH,6:15 p.m.,,1:16 p.m.,
67,,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,
68,helloflight,,,,10:06 a.m.,
69,helloflight,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
70,,AA-484-DFW-MIA,,4:29 p.m.,7:55 p.m.,7:39 p.m.
71,,AA-1886-BOS-MIA,10:45 a.m.,,,
72,helloflight,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
73,CO-58-DEN-IAH,CO-1561-PHX-IAH,,,11:35 a.m.,
74,helloflight,axrtravelcenter,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m.
75,helloflight,,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
76,helloflight,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
77,,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
78,helloflight,UA-3050-PHX-CLT,3:19 p.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
79,businesstravellogue,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
80,,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
81,helloflight,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
82,AA-204-LAX-MCO,Ad-1279-DFW-PHX,1:00 p.m.,,2:35 p.m.,
83,,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
84,,UA-382-IAD-LAX,2:35 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
85,helloflight,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
86,,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
87,halloflight,UA-2945-PHL-CLT,12:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
88,helloflight,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
89,htlloflight,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
90,helloflight,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,7:15 a.m.,2:46 p.m.
91,,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
92,Az-204-LAX-MCO,AA-4330-CVG-ORD,2:45 p.m.,3:36 p.m.,11:25 p.m.,6:43 p.m.
93,,wunderground,,,,
94,hzlloflight,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
95,,AA-4307-ORD-DTW,11:55 a.m.,6:55 p.m.,11:05 a.m.,8:53 p.m.
96,htlloflight,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
97,helloflight,CO-1694-LAX-IAH,9:21 a.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
98,AA-1886-BOS-MIA,UA-843-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
99,,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
100,Cf-63-EWR-IAH,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,11:05 a.m.,7:51 a.m.
101,,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
102,CO-52-IAH-LAX,Af-1007-MIA-PHX,4:55 p.m.,,8:05 p.m.,
103,hxlloflight,flightview,,,,
104,,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
105,helloflight,UA-938-DEN-ORD,,,7:45 p.m.,
106,Ua-3099-PHX-PHL,AA-1221-MCO-ORD,3:50 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
107,hplloflight,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,,6:34 p.m.
108,helloflight,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,10:31 a.m.,10:47 a.m.
109,helloflight,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
110,helloflight,ao,,,8:55 a.m.,
111,helloflight,AA-3756-ORD-SLC,,12:41 p.m.,2:45 p.m.,2:50 p.m.
112,,UA-2906-PHL-MCO,3:50 p.m.,,,
113,,AA-1522-SFO-ORD,10:30 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
114,hdlloflight,UA-233-LAX-JFK,3:50 p.m.,4:25 p.m.,12:29 a.m.,12:29 a.m.
115,,AA-3823-LAX-DEN,9:40 a.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
116,,AA-2312-DFW-DTW,3:30 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
117,helloflight,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,11:35 a.m.,10:04 a.m.
118,,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
119,CO-63-EWR-IAH,UA-3373-IAD-PHL,8:29 a.m.,,10:40 a.m.,
120,helloflight,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,1:29 p.m.,3:50 p.m.
121,helloflight,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
122,hclloflight,CO-52-IAH-LAX,7:35 a.m.,,,
123,,UA-828-SFO-ORD,2:35 p.m.,11:08 p.m.,5:11 a.m.,5:11 a.m.
124,flightview,CO-4888-IAH-DAL,4:31 p.m.,5:30 p.m.,,6:40 p.m.
125,holloflight,foightstats,1:45 p.m.,1:32 p.m.,8:27 a.m.,5:34 p.m.
126,,Ub-2704-DTW-PHX,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
127,,CO-50-CLE-EWR,3:15 p.m.,,2:35 p.m.,
128,CO-1193-EWR-MCO,UA-2708-EWR-CLT,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
129,hflloflight,,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
130,hslloflight,Uu-1500-IAH-GUA,4:31 p.m.,,11:45 a.m.,
131,hjlloflight,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
132,,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
133,,AA-2525-DFW-MIA,7:15 a.m.,7:39 a.m.,,11:06 a.m.
134,wunderground,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
135,,AA-2957-DFW-CVG,7:30 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
136,,UA-37-EDI-EWR,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
137,hulloflight,AA-789-ORD-DEN,,1:19 p.m.,2:35 p.m.,3:13 p.m.
138,hslloflight,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
139,Ak-431-MIA-SFO,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,11:25 p.m.,6:43 p.m.
140,Al-4198-ORD-CLE,AA-3979-CVG-ORD,,,,
141,helloflight,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
142,helloflight,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
143,foxbusiness,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
144,helloflight,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
145,,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
146,helloflight,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
147,,CO-45-EWR-MIA,12:29 a.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
148,holloflight,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,11:50 a.m.,6:19 a.m.
149,Ut-664-ORD-PHL,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
150,hclloflight,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
151,,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
152,Ai-3-JFK-LAX,CO-1586-IAH-MCO,9:43 a.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
153,bpston,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
154,Uj-828-SFO-ORD,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
155,,UA-3925-IAD-ORF,10:30 p.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
156,Ag-1733-ORD-PHX,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
157,flightview,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
158,Aa-1917-JFK-MCO,UA-2830-MCO-CLT,3:27 p.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
159,Ab-271-MIA-LAX,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
160,flylouisville,UA-5487-SFO-MRY,10:39 a.m.,10:33 a.m.,1:45 p.m.,11:21 a.m.
161,boston,AA-204-LAX-MCO,10:40 a.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
162,bjston,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
163,,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
164,AA-484-DFW-MIA,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,,6:28 p.m.
165,boston,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
166,boston,CO-1090-BOS-IAH,,,1:16 p.m.,
167,Am-271-MIA-LAX,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
168,Ub-2314-ATL-PHL,UA-3515-IAD-MSP,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
169,,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
170,,AA-484-DFW-MIA,,4:29 p.m.,7:55 p.m.,7:39 p.m.
171,Ak-2957-DFW-CVG,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
172,helloflight,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
173,,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
174,CO-1561-PHX-IAH,UA-2708-EWR-CLT,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m.
175,allegiantair,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,,4:09 p.m.
176,UA-37-EWR-MCO,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
177,Cf-1023-IAH-DEN,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
178,,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
179,,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
180,,,,,,
181,boston,AA-1664-MIA-ATL,10:15 a.m.,9:16 a.m.,12:10 p.m.,11:56 a.m.
182,bxston,AA-1279-DFW-PHX,2:15 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
183,Cl-4888-IAH-DAL,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 p.m.,
184,,,4:49 p.m.,,3:19 p.m.,
185,,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
186,bsston,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,8:55 a.m.,5:42 p.m.
187,businesstravellogue,UA-2945-PHL-CLT,12:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
188,boston,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
189,,CO-47-IAH-LAX,,8:25 p.m.,8:56 p.m.,9:52 p.m.
190,helloflight,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,,2:46 p.m.
191,At-2268-PHX-ORD,UA-248-PHX-ORD,7:23 a.m.,,5:15 p.m.,
192,Uy-2945-PHL-CLT,AA-4330-CVG-ORD,2:45 p.m.,3:36 p.m.,,3:33 p.m.
193,Az-4344-ORD-DTW,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,9:15 a.m.,10:36 a.m.
194,AA-1640-MIA-MCO,AA-1640-MIA-MCO,6:40 a.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
195,bdston,AA-4307-ORD-DTW,11:55 a.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
196,,CO-1694-LAX-IAH,12:29 a.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
197,bbston,UA-843-LAX-ORD,1:55 p.m.,,,
198,boston,UA-37-EDI-EWR,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
199,blston,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,11:05 a.m.,7:51 a.m.
200,boston,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,,9:31 a.m.
201,,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
202,,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
203,,UA-938-DEN-ORD,4:17 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
204,,AA-1221-MCO-ORD,3:50 p.m.,8:23 p.m.,7:35 a.m.,9:53 p.m.
205,boston,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,10:39 a.m.,6:34 p.m.
206,,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,10:31 a.m.,10:47 a.m.
207,bqston,AA-400-DFW-JFK,,,2:59 p.m.,
208,Uk-37-EDI-EWR,UA-664-ORD-PHL,1:33 p.m.,,4:31 p.m.,
209,boston,AA-3756-ORD-SLC,10:34 a.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
210,myrateplan,UA-37-EWR-MCO,,1:48 p.m.,4:16 p.m.,4:17 p.m.
211,CO-1193-EWR-MCO,AA-1522-SFO-ORD,10:30 p.m.,11:55 p.m.,12:30 p.m.,5:50 a.m.
212,,UA-233-LAX-JFK,5:11 a.m.,4:25 p.m.,12:29 a.m.,12:29 a.m.
213,,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,8:05 a.m.,12:15 a.m.
214,Ut-257-JFK-SFO,AA-2312-DFW-DTW,,8:25 p.m.,11:50 p.m.,
215,,AA-1165-JFK-MIA,6:59 a.m.,,,
216,bhston,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
217,boston,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,10:15 a.m.,9:13 a.m.
218,boston,AA-649-ORD-SNA,9:25 a.m.,1:30 p.m.,1:29 p.m.,3:50 p.m.
219,,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
220,bkston,UA-6273-YYC-SFO,7:35 a.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
221,,UA-828-SFO-ORD,,,,
222,,CO-4888-IAH-DAL,3:19 p.m.,5:30 p.m.,10:15 a.m.,6:40 p.m.
223,,Ui-858-PVG-SFO,1:45 p.m.,1:32 p.m.,8:27 a.m.,8:02 a.m.
224,Ao-3979-CVG-ORD,UA-2704-DTW-PHX,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
225,mytripandmore,AA-3063-SLC-LAX,7:30 a.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
226,boston,UA-2708-EWR-CLT,10:40 a.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
227,,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
228,AA-3468-CVG-MIA,AA-1664-MIA-ATL,10:30 p.m.,9:16 a.m.,11:45 a.m.,11:56 a.m.
229,bqston,,,,,
230,,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
231,bjston,AA-1434-DFW-MCO,7:15 a.m.,,,
232,wunderground,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
233,,AA-2957-DFW-CVG,7:55 a.m.,,,
234,Ux-664-ORD-PHL,UA-37-EDI-EWR,7:45 a.m.,8:52 a.m.,12:18 p.m.,12:09 p.m.
235,boston,AA-789-ORD-DEN,9:40 a.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
236,,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
237,foxbusiness,AA-85-JFK-SFO,,3:36 p.m.,11:25 p.m.,6:43 p.m.
238,,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,11:35 a.m.,8:06 a.m.
239,,AA-1544-SAN-ORD,6:40 p.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
240,boston,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,11:05 a.m.,6:15 p.m.
241,,AA-271-MIA-LAX,,,,
242,foxbusiness,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,7:25 a.m.,11:12 a.m.
243,bhston,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
244,world-flight-tracker,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,9:05 a.m.,5:38 p.m.
245,byston,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
246,brston,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
247,,CO-45-EWR-MIA,12:29 a.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
248,AA-2268-PHX-ORD,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,11:50 a.m.,6:19 a.m.
249,flightexplorer,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
250,,AA-222-LAX-BOS,,7:31 a.m.,3:30 p.m.,3:14 p.m.
251,,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
252,weather,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
253,,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
254,UA-2830-MCO-CLT,UA-3925-IAD-ORF,8:41 a.m.,,,
255,Uq-938-DEN-ORD,AA-1733-ORD-PHX,5:50 a.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
256,,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
257,,usatoday,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
258,weather,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,7:35 a.m.,3:31 p.m.
259,,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
260,,UA-5487-SFO-MRY,6:40 a.m.,10:33 a.m.,1:45 p.m.,11:21 a.m.
261,weather,AA-204-LAX-MCO,10:40 a.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
262,travelocity,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
263,,AA-3756-ORD-SLC,10:34 a.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
264,,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
265,,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
266,,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
267,weather,UA-3515-IAD-MSP,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
268,weather,AA-484-DFW-MIA,,4:29 p.m.,7:55 p.m.,7:39 p.m.
