ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
95,quicktrip,AA-1279-DFW-PHX%,1:00 p.m.,2:04 p.m.,2:35 p.m.,nan
96,travelocity,nan,1:00?@@? p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
97,weather,AA-1279-DFW-PHX,1:@@00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.#m.
98,world-flight-tracker,nan,1:00 p.m.,2:04 p.m.,nan,3:30 p.m.
99,wunderground,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
100,aa,AA-1434-DFW-MCO,nan,7:21 a.m.,10??#:35 a.m.,10:36 a.m.
101,$air@@travelcenter,AA-1434-DFW-MCO,7:15 a.m.@@,7:21 a.m.,10:35 a.m.,10:36 a.m.
102,allegiantair,AA-1434-DFW-MCO,nan,nan,10:3@@5 a.m.,10:36 a.m.
103,boston,AA-1434-DFW-MCO,7:15 a.m.,nan,10:35 a.m%.,10%:36 a.m.
104,nan,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
105,nan,AA-143$4-DFW-MC??O,nan,7:21 a.m.,nan,10:36 a??.m.
106,fligh#texplorer,AA-1434-DF%W-MCO,7:15 a.m.,nan,nan,10$:36 a.m.%
107,flights,$AA#-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10%:35 a.m.,10:36 a.m.
108,f??lightstats,AA-1434-DFW-MCO,nan,7:21 a.m.,nan,10:36 a.m.
109,flightview,AA-1434-DFW-MCO,7:15 a.m.,nan,nan,10:36 a.m.
110,flightwise,AA-1434-DFW-MCO,7:15 a$.m.,nan,10:35 a.m.,10:36 a.m.
111,flyloui@@@@sville,AA-1434-DFW-MCO,7:15 a.m.,7:#21 a.m.,10:35 a.m.,10:36 a.m.
112,flytecomm,%AA-143@@4-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,nan
113,foxbusiness,AA-1434-DFW-MCO,7:15 a.m.,7:2#1 a.m.??,10:35 a.m.,10:36 a.m.
114,gofox,AA-1434-DFW-MCO,7:15 a.m.,nan,nan,10:36 a.m.
115,helloflight,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
116,ifly,nan,7:15 a.$m%.,7:21 a.m.,nan,10:36 a.m.
117,mco,AA-1434-DFW-MCO,7:15 a.#m#.,7:21$ a.#m.,nan,10:36 a.m.
118,myrateplan,AA-1#434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
119,orbitz,AA-1434-DFW-MCO,7:15 a@@%.m.,7:21 a.m.,nan,10:36 a.m.
120,panynj,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
121,quicktrip,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10%:35 a.m.,10:36 a.m.
122,travelocity,AA-1434-DFW-MCO,nan,7:21 a.m.??,10:35 a.m.,10:36 a.m.
123,weather,AA-1434-DFW-MCO,nan,7:21 a.m.,10:35 a.m.,$10:36 a.m.
124,world-flight-tracker,AA-1434-DFW-MCO,7:15 a.m.,nan,nan,10:36 a.m.
125,wunderground,AA-1434-DFW-MCO,@@7:15 a@@.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
126,aa,AA-1522-SFO-ORD,11:55# p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
127,airtravelcenter,AA-1522-SFO-ORD,nan,11:55 p.m.,5:50 a.m.,5:50 a.m.
128,nan,AA-1522-SFO-ORD,nan,11:55# p.m.,5:50 a.m.,5:50 a.m.
129,bosto@@n%,AA-15$22-SFO-@@ORD,nan,11:55 p.m.,nan,5:50 a.m.
130,businesstravellogue,AA-1522-SFO-ORD,nan,nan,5:50 a.m.,nan
131,flightexplorer,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,#$5:50 a.m.,5:50 a.m.
132,flights,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
133,flightstats,nan,11:55 p.m.,nan,5:50 a.m.,5:50 a.m.
134,flightview,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50??# a.m.
135,flylouisville,AA-1522-SFO-ORD,nan,11:55 p.m.,nan,5:50 a.m.
136,flytecomm??,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
137,foxbusiness,nan,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.$
138,go%fox,nan,11:55 p.m.,nan,nan,5:50 a.m.
139,helloflight,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5??:50 @@a.m.,nan
140,nan,AA-1522-SFO-ORD,11:55 p.m.,nan,5:50 a.m.,5:50 a.m.
141,orbitz,nan,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
142,ord,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,nan,5:50 a.m.
143,p??anynj#,nan,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
144,quicktrip,AA-1522-SFO-ORD,11:55 p.m.,$%11:55 p.m.,5:50 a.m.,5:50 a.m.
145,travelocity,AA-15$22-SFO-ORD,11:5@@5 @@p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
146,usatoday,AA-1%522-SFO-ORD,nan,11:55 p.m.,5:50 a.m.,5:50 a.m.
147,weather,AA-1522-SFO-ORD,11:55 p.m.,11#:#55 p.m.,nan,nan
148,world-flight-tracke#r,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.#,5:50 a.m.
149,aa,nan,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p$.m%.
150,nan,AA-1544-SAN-ORD,nan,11:40 a.m.,5:??25 p.m.,4:56 p.m.
151,allegianta#ir,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.@#@m.,5:25 p.%m??.,4:56 p.m.
152,boston,AA-1544-SAN-ORD,11:25 a.m.,nan,nan,4:56 p.m.
153,nan,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,nan
154,flightarrival,nan,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
155,f??lig%htexplorer,AA-1544-SAN-ORD,11#:25 a.m#.,11:40 a.m.,5:25 p.m.@@,4:56 p.m.
156,flights,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
157,nan,AA-15@@44-SAN-ORD,11:25 a.m.,1$1:40 ??a.m.,5:25 p.m.,nan
158,flylouisville,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m??#.,5:25 p.m.,4:56 p.m.
159,flytecomm,AA-$1544-SAN??-ORD,nan,11:40 a.m.,nan,4:56 $p.m.
160,foxbusiness,AA-1544-SAN-ORD,11:25 a.m.??,11:40 a.m.,5:25 p.m.,4:56 p.m.
161,gofox,AA-1544-SAN-ORD,nan,nan,5:25 p.m.,4:56 p.m.
162,helloflight,AA-1544#$-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
163,my#rate#plan,AA-1544-SAN-ORD,11:2#5 a.m.,nan,$5:25 p.m.,4:56 p.m.
164,mytripandmore,AA-@@154#4-SAN-ORD,11:25 a.m.,11:40 a.m.,nan,4:56 p.m.
165,orbitz,AA-1544-SAN-ORD#,nan,11:40 a.m.,5:25 p.m.,nan
166,ord,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
167,pany@@nj,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:5??6 p.m.
168,nan,AA-1544-SAN-ORD,nan,11:40 a.m.,5:25 p.m.#@@,4:56 p.m.
169,usatoday,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
170,weather,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,nan,4:56 p.m.
171,aa,AA-1%640-MIA-M#CO,nan,6:30 p.m.,7:25 p.m.,7:25 p.m.
172,airtravelcenter,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
173,allegiantair,AA-16$40-MIA-MCO#,6:#30 $p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
174,boston,AA-1640-MIA-MCO,6:30 p.m.,nan,7:25 p.m.,nan
175,nan,nan,6:30 p.m.,nan,7:25 p.m.,nan
176,flightarrival,AA-164$0-MIA-MCO,6:30 p.m.@@,6:3#0 p.m??.,nan,7:25 p.m.%
177,flightaware,AA-1640-MIA-MCO,6:30 p.m.,6??:30 p.m.,7:25 p.m.,@@7:25 p.m.
178,flightexpl%ore@@r,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
179,flights,AA-1640-MIA-MCO,6:$30 @@p.m.,6:30 p.m.,7:25 p.m.,nan
180,flightstats,AA-1640-MIA-MCO,nan,6:30 p.m.,nan,7:25 p.m.
181,flightview,AA-1640-MIA-MCO,nan,6:30?? #p.m.,7:25 p.%#m.,7:25 p.m.
182,flight$wise#,AA-1640-MIA-MCO,6%:30 p.m.,6:30 p.m.,7:25 p%.m#.,7:25 p.m#.
183,fly#louis%ville,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
184,nan,nan,6:30 p.m.,nan,nan,7:25 p.m.
185,foxbusiness,AA-1640-$MI@@A-MCO,6:30 p.m.,6:30 p.m.,nan,7:25 p.m.
186,gofox,AA-1640-??MIA-MC#O,6:30 p.m.,??6:30 p.m.,7:25 p.m.,7:25 p.m$.
187,helloflight,AA-1640-MIA-MCO,$6:30 p.m.,nan,7:25 p.m.,7:25 p.#??m.
188,mco,AA-1640-MIA-MCO,6:3@@0 p.m.$,6$:30 p$.m.,7:25 p.m.,7:25 p.m.
189,myrateplan,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
190,mytripandmore,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
191,orbitz,AA-1640-MIA-MCO,nan,nan,7:25 p.m.,7:25 p.m.#
192,panynj,AA-1640-MIA-MCO,6:30 p.m#.,6:30 p.m@@.,7:25 p.m.,7:25 p.m.
193,quick#trip,AA-1640-MIA-MCO,nan,6:30 p.m.,7:25 @@p.m.,7:25 p.m.
194,travelocity,AA-1640-MIA-MCO,6:30 p.m.,6??:30 p.m.,nan,7:25 p.m.
195,usatoday,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
196,weather,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7%:2%5 p.m.
197,world-flight-t#rac#ker,@@AA-16??40-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,nan
198,wunderground,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
199,aa,nan,nan,10:18 a.m.,nan,11:56 a.m.
200,airtravelcenter,AA%-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
201,allegiantair,AA-1664-MIA-ATL,nan,10:18 a.m.,12:10 p.m.,11:56 a.m.
202,boston,AA-1664-MIA-ATL,1@@0:15 a.%m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
203,businesstravellogue,AA-1664-MIA-ATL,10:15 a.m.,nan,12:10 p.m.,11:56 a.m.
204,f??lightarriva@@l,AA-1664-MIA-ATL,nan,10:18 a.m.,12:10 p.m.,11:56 a.m.
205,fli%ghtaware,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
206,flightexplorer,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11@??@:56 a.m.
207,flights,nan,10:15 a.m.,10:18 a.m.,12:10 p.m.,nan
208,flight#stats,AA-1664-MIA-ATL,1%0:15 a.%m.,nan,12:10 p.m.,11:56 a.m.
209,flightview,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,nan,nan
210,fl@@ylouisville,nan,10#:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
211,flytecomm,nan,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
212,foxbusiness,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
213,gofox,AA-1664-MIA-ATL,10:15 a.m.,nan,nan,11:56 a.m.
214,hellofl@@ight#,nan,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
215,myrateplan,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
216,mytripandmore,AA-1664-MIA-ATL,10:15 a.m.,10:18 a#@@.m.,12:10 p.m.,11:5$6% a.m.
217,orbitz,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
218,panynj,AA-1664-MIA-A#TL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
219,quicktrip,AA-1664-MIA-ATL,10:15 a.??m.,10:18 a.m.,nan,11:56 a.m.
220,travelocity,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.%,11:56 a.m.
221,usatoday,nan,nan,10:18 a.m.??,12:1%0 p.m.,nan
222,weather,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10??# p.m.,11:56 a.m.
223,world-flight-tracker,AA-1664#-MIA-#ATL,10:15 a.m.,nan,12:10 p.m.,11:56 a.m.
224,wunderground,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,nan
225,@@a#a,nan,nan,7:58 p.m.,10:30 p.m.,10:30 p.m.
226,airtravelcenter,AA-1733-ORD-PH$X,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
227,allegiantair,nan,$7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
228,boston,nan,7@@:45 p.??m.,7:58 p.m.,nan,10:30 p.m.
229,nan,AA-1733-ORD-PHX,7@@:45 p.m.??,nan,10:30 p.m.%??,??10:30 p.m.
230,flightaware,AA-1733-ORD-PHX,7:$45 p.m.,7:58 p$.??m.,10:30 p.m.,nan
231,flightexplorer,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10#:30 p.??m.
232,flights,nan,7:45 p.m.,7:58 p.m.,%10:3%0 p.m.,10:30 p.m.
233,%flig%htstats,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,nan,10:30 p.m.
234,flightview,AA-1733-ORD-PHX,7:45 p.m.,nan,10:30 p.m.,10:30 p.m.
235,flylouisville,AA-1733-ORD-PHX,nan,7:58 p.m.,10:30 p.m.,10??:30 p.m.$
236,flytecomm,AA-1733-ORD-PHX,nan,7:58 p.m.,10:30 p.m.,10:30 p.m.
237,nan,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
238,gofox,AA-1733-ORD$-PH$X,nan,nan,10:30 p.m.,10:30 p.m.
239,hellofli@@ght$,AA-1733-ORD-PHX,7:45 p.m.,nan,10:30 p.m.,10:30 p.m.
240,ifly,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,nan
241,myrateplan,AA-1733-ORD-PHX,7:45 p.m.,nan,10:30 p.m.,10:30 p.m.
242,mytripandmore,AA-1733%-ORD-PHX,7:45 @@p.m%.,nan,10:30 p.m.,10:30 p.m.
243,orbitz,AA-1733-ORD-PHX,7:45 p.m.,nan,10:30 p.m.@@%,10:30 p.m.
244,ord,AA-1733-ORD-PHX,7??:4#5 p.m.,7:58 p.m.,??10:30 @@p.m.,10:3@@0 p.m.
245,panynj,AA-1733-ORD-PHX,7:45 p.m.,nan,nan,10:30 p.m.
246,quicktrip,AA-1733-ORD-PHX,%7:45 p.m.,7:58 p.m.,@@10:%30 p.m.,10:30 p.m.
247,travelo$ci%ty,AA-1733-ORD-PHX,nan,7:58 p.m.,10:30 p.m.,10:30 p.m.
248,usatoday,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
249,weather,AA??-17#33-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,1%0:30 p%.m.
250,world-flight-tracker,AA-1733-ORD-PHX,7:45 #p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
251,nan,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.??
252,aa,AA-1886-BOS-MIA,nan,nan,2:20 p.m.,1:40 p.m.
253,airtr$avel%center,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
254,allegiantair,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
255,boston,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
256,businesstravellogue,AA-1886-B??OS$-MIA,10:45 a.m.,10:55 a.m.,nan,1:40 p.m.
257,flightexplorer,AA-1886-BOS-MIA,10:45 a.m.,nan,2:20 p.m.,1:40 p.m.
258,flights,AA-1886-BOS-MIA,10:45 a.m.,10$:55 %a.m.,nan,1:$40@@ p.m.
259,flightview,nan,10:45 a.m.,10:55 a.m.,2:20 p.m.,nan
260,flylouisv$ille,AA-??1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
261,flytecomm,AA-1886-BOS-MIA,10:45 #a.%m.,nan,2:20 p.m.,1:40 p.m.
