index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1062,1605.0,Festeroo Winter Ale,American Strong Ale,12.0,0.4132004021255367,60.0,198,Hop Valley Brewing Company,Springfield,OR
1063,1543.0,Proxima IPA,American IPA,12.0,0.063,70.0,198,Hop Valley Brewing Company,Springfield,OR
1064,1390.0,Double D Blonde (2013),American Blonde Ale,12.0,0.049,20.0,198,Hop Valley Brewing Company,Springfield,OR
1065,1354.0,541 American Lager,American Pale Lager,12.0,0.048,13.0,198,Hop Valley Brewing Company,Springfield,OR
1066,1353.0,Alphadelic IPA,American I##??P%A,12.0,0.065,90.0,198,Hop Valley Brewing Company,Springfield,OR
1067,499.0,Alphadelic IPA (2011),American IPA,12.0,0.065,90.0,198,Hop Valley Brewing Company,Springfield,OR
1068,498.0,Double D Blonde (2011),American Blonde Ale,12.0,0.049,20.0,198,Hop Valley Brewing Company,Springfield,OR
1069,1501.0,Green House India Pale Ale,American IPA,12.0,0.07,,395,Hops & Grain Brewery,Austin,TX
1070,1004.0,The One They Call Zoe,American Pale Lager,12.0,0.051,,395,Hops & Grain Brewery,Austin,TX
1071,502.0,Alteration,Altbier,12.0,0.051,40.0,395,Hops & Grain Brewery,Austin,TX
1072,501.0,Pale Dog,American Pale Ale (APA),12.0,0.06,50.0,395,Hops & Grain Brewery,Austin,TX
1073,2357.0,Porter Culture,American Porter,12.0,0.065,,136,Hops & Grains Brewing Company,Austin,TX
1074,2483.0,Hard Cider,Cider,70.16152531447256,0.068,,80,Hopworks Urban Brewery,Portland,OR
1075,2482.0,Totally Radler,Radler,16.0,0.027,21.0,80,Hopworks Urban Brewery,Portland,OR
1076,2400.0,Nonstop Hef Hop,American Pale Whekt Ale,16.0,0.039,20.0,80,Hopworks Urban Brewery,Portland,OR
1077,2399.0,NonstopbHFQ Hop,American Pale Wheat Ale,16.0,0.039,20.0,80,Hopworks Urban Brewery,Portland,OR
1078,2398.0,Nonstop Hef Hop,American Pale Wheat Ale,16.0,0.039,20.0,80,pworks Urban Brewe,Portland,OR
1079,2397.0,Nonstop Hef Hop,American Pale Wheat Ale,16.0,0.039,104.80598200427562,80,Hopworks Urban Brewery,Portland,OR%
1080,2396.0,Nonstop Hef HXp,American Pale Wheat Ale,16.0,0.039,20.0,80,Hopworks Urban Brewery,Portland,OR
1081,2395.0,Nonstop Hef Hop,American Pale Wheat Ale,16.0,0.039,20.0,80,Hopworks Urban Brewery,Portland,OR
1082,2394.0,Nonstop Hef Hop,American Pale Wheat Ale,16.0,0.039,20.0,80,Hopworks Urban Brewery,Portland,OR
1083,2393.0,Nonstop Hef Hop,American Pale Wheat Ale,49.93112031094158,0.039,20.0,80,Hopworks Urb%an Brewery%,Portland,OR
1084,2392.0,Nonstop Hef Hop,American Pale Wheat Ale,16.0,0.039,20.0,80,HopworksUrbanBrewery,Portland,OR
1085,11221.383694236705,Nonstop Hef Hop,American Pale Wheat Ale,16.0,0.039,20.0,80,Hopworks Urban Brewery,Portland,OR
1086,2390.0,Nonstop Hef Hop,American Pale Wheat Ale,16.0,0.039,20.0,80,Hopworks Urban Brewery,Portland,OR
1087,2389.0,Nonstop Hef Hop,American Pale Wheat Ale,16.0,0.039,20.0,80,Hopworks Urban Brewery,nd,OR
1088,2388.0,Rise Up Red,American Amber / Red Ale,16.0,0.058,333.05278303598334,80,Hopworks Urban Brewery,Portland,OR
1089,2200.0,Survival Stout,American Stout,16.0,0.058,35.0,80,Hopworks Urban Brewery,Portland,OR
1090,2199.0,Hopworks IPA,American IPA,16.0,0.066,75.0,80,Hopworks Urban Brewery,Portland,OR
1091,2193.0,Abominable Winter Ale,American Strong Ale,16.0,0.073,404.02131934133524,80,Hopworks Urban Brewery,PortlTdU,OR
1092,1398.0,Pigwar White India Pale Ale,American White IPA,48.45107670983381,0.06,60.0,80,Hopworks Urban Brewery,Portland,OR
1093,1085.0,Rise-Up Red (2014),American Amber / Red Ale,53.685674986150154,0.058,60.0,80,Hopworks Urban Brewery,Portland,OR
1094,916.0,Abominable Winter Ale (2012),American Strong Ale,16.0,0.073,70.0,80,Hopworks Urban Brewery,Portland,OR
1095,658.0,HUB Lager,Czech Pilsener,16.0,0.051,32.0,80,Hopworks Urban Brewery,Portland,OR
1096,653.0,Hopworks IPA (2012),American IPA,16.0,0.066,75.0,80,Hopworks Urban Brewery,Portland,OR
1097,2385.0,Watermelon Wheat,American Pale Wheat Ale,12.0,0.056,,120,Horny Goat Brew Pub,Milwaukee,WI
1098,2384.0,Laka Laka Pineapple,Hefeweizen,12.0,0.051,17.0,120,Horny Goat Brew Pub,Milwaukee,WI
1099,2383.0,Oktoberfest,Märzen / Oktoberfest,16.0,0.06,,120,Horny Goat Brew Pub,Milwaukee,WI
1100,1251.0,ale Ale,le (AP,12.0,0.065,,445,Howard Brewing Company,Lenori,NC
1101,1250.0,Action Man Lager,Vienna Lager,47.90848669905348,0.055,,445,Howard Brewing Company,Lenoir,NC
1102,1903.0,Let It Ride IPA,American IPA,12.0,0.068,90.0,277,IndeedBrewingCompany,Minneapolis,MN
1103,1691.0,Stir Crazy Winter Ale,Winter Warmer,12.0,0.065,22.0,277,Indeed Brewing Company,Minneapolis,MN
1104,1555.0,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,12.0,0.05,10.0,277,Indeed Brewing Company,Minneapolis,MN
1105,4086.2399595806132,Shenanigans Summer Ale,American Pale Wheat Ale,12.0,0.046,27.0,277,Indeed Brewing Company,Minneapolis,MN
1106,729.0,Midnight Ryder,American Black Ale,12.0,0.3303202133983152,80.0,277,Indeed Brewing Company,Minneapolis,MN
1107,728.0,Day Tripper Pale Ale,American Pale Ale (APA),12.0,0.054,45.0,277,Indeed Brewing Company,Minneapolis,MN
1108,2350.0,Oklahoma Suks,American Amber / Red Ale,12.0,0.048,32.0,140,Independence Brewing Company,Austin,TX
1109,2301.0,Power & Light,American Pale Ale (APA),12.0,0.055,42.0,14%0,Independence Brewing Company,n,TX
1110,1904.0,White Rabbit,Witbier,12.0,0.059,27.0,140,Independence Brewing Company,Austin,TX
1111,2609.0,Tribute,American Pale Ale (APA),12.0,0.2871250722254783,58.0,23,Indiana City Brewing,Indianapolis,IN
1112,2038.0,Infamous IPA,American IPA,12.0,0.07,75.0,242,Infamous Brewing Company,Austin,TX
1113,1774.0,Hijack,Cream A%%le,12.0,0.055,20.0,242,Infamous Brewing Company,Austin,TX
1114,3242.7620048131257,Jon Boat Coastal Ale,American Blonde Ale,12.0,0.045,20.0,527,Intuition Ale Works,Jacksonville,FL
1115,558.0,I-10 IPA,Amerycen ICA,12.0,0.068,55.0,527,Intuition Ale Works,Jacksonville,FL
1116,553.0,People's Pale Ale,American Pale Ale (APA),12.0,0.053,28.0,527,Intuition Ale Works,Jacksonville,FL
1117,2376.0,Summer Ale,American Blonde Ale,12.0,0.049,4.991066488453604,123,Ipswich Ale Brewery,Ipswich,MA
1118,1784.0,Appreciation Ale,American IPA,91.06598895519659,,,316,Iron Hill Brewery & Restaurant,ington,DE
1119,2673.0,HouseLager,Keller Bier / Zwickel Bier,16.0,0.052,94.72859301921441,2,Jack's Abby Craft Lagers,Framingham,MA
1120,2672.0,Leisure Time,American Pale Lager,12.0,0.048,15.0,2,Jack's Abby Craft Lagers,Framingham,MA
1121,2671.0,Excess IPL,American India Pale Lager,16.0,0.072,80.0,2%%,Jack's Abby Craft Lagers,Framingham,MA
1122,2670.0,Hoponius Union,AmericanIndiaPaleLager,12.0,0.067,65.0,2,Jack's Abby Craft Lagers,Framingham,MA
1123,13301.092624126915,Calyptra,American India Pale Lager,12.0,0.049,45.0,w,Jack's Abby Craft Lagers,Framingham,MA
1124,1405.0,Helen's Blend,Cider,12.0,0.05,,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA
1125,823.0,Jack'sHardCider,Cider,12.0,0.051,,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA
1126,1793.0,Thunder Ann,American Pale Ale (APA),12.0,0.055,37.0,312,Jackalope Br%%ewing Company,Nashville,TN
1127,2453.0,Razz Wheat,Fruit / Vegetable Beer,12.0,0.055,,92,Jackie O's Pub & Brewery,Athens,OH
1128,13583.039993612854,Hop Ryot,American IPA,12.0,0.38235357560684285,,92,Jackie O's Pub & Brewery,Athens,OH
1129,689.0,Mystic Mama IPA,AmericanIPA,12.0,0.07,,92,Jackie O's Pub & Brewery,Athens,OH
1130,688.0,Firefly Amber Ale,American Amber / Red Ale,12.0,0.05,,92,Jackie O's Pub & Brewery,Athe^%^ns%%,OH
1131,687.0,Chomolungma Honey Nut Brown Ale,English Brown Ale,12.0,0.067,,92,Jackie O's Pub & Brewery,Athens,OH
1132,2408.0,Welcome to Scoville,American IPA,12.0,0.069,,114,Jailbreak Brewing Company,Laurel,MD
1133,2595.0,Bastian,American Strong Ale,12.0,,,32,James Page Brewing Company,Stevens Point,##??WI%
1134,11444.006423975023,Healani,Hefeweizen,12.0,0.045,,32,JamesPageBrewingCompany,Stevens Point,WI
1135,1525.0,Yabba Dhaba Chai Tea Porter,American Porter,12.0,0.055,,32,James Page Brewing Company,Stevens Point,WI
1136,1524.0,A Capella Gluten Free Pale Ale,American Pale Ale (APA),12.0,0.055,,32,James Page Brewing Company,Stevens Point,WI
1137,1523.0,Casper White Stout,American Blonde Ale,12.0,0.06,,32,James Page Brewing Company,Stevens Point,WI
1138,6415.0672884160595,JP's Ould Sod Irish Red IPA,American IPA,12.0,0.06,,32,James Page Brewing Company,Stevens ,WI
1139,2060.0,Weize Guy,Hefeweizen,12.0,0.05,15.0,233,Joseph James Brewing Company,Henderson,NV
1140,1980.4923131208877,Fox Tail Gluten Free Ale,American Pale Ale (APA),12.0,0.05,50.0,233,Joseph James Brewing Company,Henderson,NV
1141,468.0,Hopdrox ImperPal IPA,American Double / Imperial IPA,12.0,0.093,90.0,233,Joseph James Brewing Company,Henderson,NV
1142,467.0,Joseph James American Lager,American Adjunct Lager,12.0,0.052,15.0,233,Joseph James Brewing Company,Henderson,NV
1143,2163.0,Sucha Much IPA,American IPA,12.0,0.071,,l0m,Kalona Brewing Company,Kalona,IA
1144,2162.0,Lewbricator Wheat Dopplebock,Doppelbock,12.0,0.075,24.0,208,Kalona Brewing Company,Kalona,IA
1145,2374.0,Weisse Versa (2012),Hefeweizen,12.0,0.052,16.0,125,Karbach Brewing Company,n,TX
1146,1560.0,Mother in Lager,Munich Dunkel Lager,12.0,0.058,135.347480773136,125,Karbach Brewing Company,Houston,TX
1147,4838.6846953418335,Weekend Warrior Pale Ale,American Pale Ale (APA),12.0,0.055,40.0,125,Karbach Brewing Company,Houston,TX
1148,1458.0,Karbachtoberfest,Märzen / Oktoberfest,12.0,0.29030129854017,25.0,125,Karbach Brewing Company,Houston,TX
1149,1235.0,Love Street Summer Seasonal (2014),Kölsch,12.0,0.047,20.0,125,Karbach Brewing Company,Houston,TX
1150,1068.0,Barn Burner Saison,Farmhouse Al,12.0,0.066,69.26167312629292,125,Karbach Brewing Company,Houston,TX
1151,666.0,Rodeo Clown Double IPA,American Double / Imperial IPA,12.0,0.095,85.0,125,Karbach Brewing Company,Houston,TX
1152,465.0,Sympathy for the Lager,American Amber / Red Lager,12.0,0.049,45.0,125,Karbach Brewing Company,Houston,TX
1153,464.0,Weisse Versa,Hefeweizen,12.0,0.052,15.0,125,Karbach Brewing Company,Houston,TX
1154,463.0,Hopadillo India Pale Ale,American IPA,12.0,0.066,70.0,125,Karbach Brewing Company,Houston,TX
1155,1678.0,KelSo Nut Brown Lager,Euro Dark Lager,12.0,0.2177556573379699,19.0,342,KelSo Beer Company,Brooklyn,NY
1156,1572.0,KelSo India Pale Ale,American IPA,12.0,0.06,64.0,342,KelSo Beer Company,Bro##??????oklyn,NY
1157,1348.0,KelSo Pilsner,Czech Pilsener,43.596907030994146,0.055,23.0,342,KelSo Beer Company,Brooklyn,NY
1158,1193.0,Skilak Scottish Ale,Scottish Ale,12.0,0.24018629903342184,,458,Kenai River Brewing Company,Soldotna,AK
1159,1187.0,Peninsula Brewers Reserve (PBR),American Blonde Ale,12.0,0.05,15.0,458,Kenai River Brewing Company,Soldotna,A%^^K
1160,349.0,Sunken Island IPA,American IPA,12.0,0.068,,458,Kenai River Brewing Company,Soldotna,AK
1161,1651.1440310869914,Skilak Scottish Ale (2011),Scottish Ale,12.0,0.058,,458,Kenai River Brewing Company,Soldot??na,AK
1162,760.0,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,16.0,0.065,11.0,510,Kettle House Brewing Company,Missoula,MT
1163,759.0,Double Haul IPA (2009),American IPA,16.0,0.065,65.0,510,Kettle House Brewing Company,Missoula,MT
1164,3390.127715968705,Double Haul IPA (2006),American IPA,16.0,0.065,65.0,510,Kettle House Brewing Company,Missoula,MT
1165,87.0,Eddy Out Pale Ale,American Pale Ale (APA),16.0,0.055,50.0,510,KettleHouseBrewingCompany,Missoula,MT
1166,86.0,Double Haul IPA,American IPA,16.0,0.065,65.0,510,Kettle House Brewing Company,Missoula,MT
1167,85.0,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16.0,0.065,11.0,510,Kettle House Brewing Company,Missoula,MT
1168,2472.0,U. P. Witbier,Witbier,12.0,,,84,Keweenaw Brewing Company,Houghton,MI
1169,779.0,November Gale Pale Ale,American Pale Ale (APA),12.0,,,84,Keweenaw Brewing Company,Houghton,MI
1170,1549.5712406317655,Olde Ore Dock Scottish Ale,Scottish Ale,12.0,,,84,Keweenaw Brewing Company,Houghton,MI
1171,60.0,Widow Maker Black Ale,American Brown Ale,12.0,,,84,Keweenaw Brewing Company,Houghton,MI
1172,59.0,Lift Bridge Brown Ale,American Brown Ale,12.0,,,84,Keweenaw Brewing Company,Houghton,MI
1173,58.0,Pick Axe Blonde Ale,American Blonde Ale,70.48677752206343,,,8%%~!4%,Keweenaw Brewing Company,Houghton,MI
1174,57.0,Red Jacket Amber Ale,American Amber / Red Ale,12.0,,,84,Keweenaw Brewing Company,Houghton,MI
1175,2436.0,Amber Ale,American Amber / Red Ale,12.0,0.051,,012,King Street Brewing Company,Anchorage,AK
1176,1706.0,King Street Pilsner,Czech Pilsener,12.0,0.055,,102,King Street Brewing Company,Anchorage,K
1177,1667.0,King Street IPA,American IPA,12.0,0.06,70.0,102,King Street Brewing Company,Anchorage,AK
1178,1666.0,King Street Hefeweizen,Hefeweizen,12.0,0.057,10.0,102,King Street Brewing Company,Anchorage,AK
1179,1665.0,King Street Blonde Ale,American Bl~!o#nde Ale,12.0,0.049,,102,King Street BoC gniwermpany,Anchorage,AK
1180,2460.0,India Pale Ale,American IPA,16.0,0.063,65.0,87,Kirkwood Station Brewing Company,Kirkwood,MO
1181,2459.0,ackberry W,American Pale Wheat Ale,16.0,0.048,11.0,87,Kirkwood Station Brewing Company,Kirkwood,MO
1182,1274.0,Longboard Island Lager,American Amber / Red Lager,24.0,0.046,18.0,439,Kona Brewing Company,Kona,HI
1183,1220.0,Longboard Island Lager,American Amber / Red Lager,16.0,0.046,18.0,439,Kona Brewing Company,Kona,HI
1184,1070.0,Longboard Island Lager,American Amber / Red Lager,64.12438978599222,0.046,18.0,439,Kona Brewing Company,Kona,HI
1185,590.0,Longboard Island Lager,American Amber / Red Lager,12.0,0.046,18.0,439,Kona Brewing Company,Kona,HI
1186,781.0,Choc Beer (2003),American Dark Wheat Ale,12.0,0.04,9.0,505,Krebs Brewing Company (Pete's Pl...,Krebs,OK
1187,1637.0,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,16.0,0.08,,354,Kulshan Brewery,Bellingham,WA
1188,1741.0,A Slice of Hefen,Hefeweizen,16.0,0.054,15.0,332,La Cumbre Brewing Company,Albuquerque,NM
1189,3908.1269155681307,Elevated IPA,American IPA,80.59881048136079,0.072,100.0,332,La Cumbre Brewing Company,Albuquerque,NM
1190,392.0,Rumspringa Golden Bock,Maibock / Helles Bock,12.0,0.066,30.0,545,Lancaster Brewing Company,Lancaster,PA
1191,195.0,Lancaster German Style Kölsch,Kölsch,12.0,0.048,28.0,545,Lancaster Brewing Company,Lancasetr,PA
1192,2547.0,Beach Cruiser,Hefeweizen,12.0,0.045,,59,Latitude 42 Brewing Company,Portage,MI
1193,2493.0,I.P. Eh!,American IPA,12.0,0.068,,59,Latitude 42 Brewing Company,Portage,MI
1194,14897.365718154686,Schoolhouse Honey,American Amber / Red Ale,12.0,0.05,4.419781466278574,59,Latitude 42 Brewing Company,Portage,MI
1195,2491.0,10 Degrees of Separation,English Brown Ale,12.0,0.055,,59,Latitude 42 Brewing Company,Portage,MI
1196,2108.0,Laughing Dog Cream Ale,Cream Ale,12.0,0.05,12.0,218,Laughing Dog Brewing Company,Ponderay,ID
1197,1397.0,Two-One Niner,American Pilsner,12.0,0.048,9.0,218,Laughing Dog Brewing Company,Ponderay,ID
1198,1396.0,Laughing Dog IPA,American IPA,12.0,0.064,66.0,218,Laughing Dog Brewing Company,Ponderay,ID
1199,1675.0,Madra Allta,American IPA,60.861936220074824,0.064,95.0,34###??#??5,Lavery Brewing Company,Erie,PA
1200,1249.0,Duluchan India Pale Ale,American IPA,12.0,0.056,70.0,345,Lavery Brewing Company,Erie,PA
1201,7249.3406679545415,Lazy Monk Bohemian Pilsner,Czech Pilsener,16.0,0.05,,406,Lazy Monk Brewing,Eau Claire,WI
1202,475.0,Yellowstone Golden Ale,Kölsch,71.56412831039214,0.051,,537,Lewis and Clark Brewing Company,Helena,MT
1203,474.0,Tumbleweed IPA,Am^^eri#can I###PA,12.0,0.057,,537,Lewis and Clark Brewing Company,Helena,MT
1204,473.0,Lewis & Clark Amber Ale,American Amber / Red Ale,12.0,0.05,,537,Lewis and Clark Brewing Company,Helena,MT
1205,472.0,MinerPs Gold Hefedeizen,Hefeweizen,12.0,0.05,,537,Lewis and Clark Brewing Company,Helena,MT
1206,471.0,Back Country Scottish Ale,Scottish Ale,12.0,0.057,,537,Lewis and Clark Brewing Company,Helena,MT
1207,2036.0,Getaway,German Pilsener,16.0,0.052,30.0,244,Lift Bridge Brewing Company,Stillwater,MN
1208,1168.0,Farm Girl Saison,Saison / Farmhouse Ale,16.0,0.06,30.0,244,Lift Bridge Brewing Company,Stillwater,MN
1209,1832.0,Adam's Stout,American Stout,12.0,0.058,40.0,298,Liquid Hero Brewery,ork,PA
1210,1688.0,American Hero,American Amber / Red Ale,12.0,0.057,42.0,298,Liquid Hero Brewery,York,PA
1211,1687.0,Schweet Ale,Fruit / Vegetable Beer,12.0,0.052,20.0,298,Liquid Hero Brewery,York,PA
1212,1686.0,Irregardless IPA,American IPA,12.0,0.065,75.0,298,Liquid Hero Brewery,York,PA
1213,2434.0,Peach Pale Ale,American Pale Ale (APA),12.0,0.057,40.0,104,Lone Tree Brewing Company,Lone Tree,CO
1214,2332.0,Deadeye Jack,American Porter,12.0,0.06,,149,Lonerider Brewing Company,Raleigh,NC
1215,2330.0,Pistols at Dawn,American Stout,16.0,0.075,,149,Lonerider Brewing Company,Raleigh,NC
1216,2329.0,##??Peacemaker$ Pale### Ale,American Pale Ale (APA),12.0,0.057,189.7247530464745,149,Lonerider Brewing Company,Raleigh,NC
1217,2327.0,Shotgun Betty,e,12.0,0.058,11.0,149,Lonerider Brewing Company,Raleigh,NC
1218,2326.0,Sweet Josie,American Brown Ale,12.0,0.061,30.0,149,Lonerider Brewing Company,Raleigh,NC
1219,1926.0,Long Trail IPA,English India Pale Ale (IPA),12.0,0.059,42.0,268,Long Trail Brewing Company,Bridrewater CorDmrs,VH
1220,1924.0,Long Trail Ale,American Amber / Red ###Ale#,12.0,0.046,30.0,268,Long Trail Brewing Company,Bridgewater Corners,VT
1221,1090.0,Double Bag,A,16.0,0.072,33.0,268,Long Trail Brewing Company,Bridgewater Corners,VT
1222,574.0,Blackbeary Wheat,Fruit / Vegetable Beer,12.0,0.04,8.0,6,Long Trail Brewing Company,Bridgewater Corners,VT
1223,573.0,Long Trail Ale (1),Altbier,12.0,0.046,30.0,268,Long Trail Brewing Company,Bridgewater Corners,VT
1224,2584.0,Gose,Gose,16.0,0.046,8.0,41,Lost Nation Brewing,East Fairfield,VT
1225,2583.0,Vermont Pilsner,German Pilsener,16.0,0.048,20.0,41,Lost Nation Brewing,East Fairfield,VT
