index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
522,869.0,THP Amber (2006),American Amber / Red Ale,12.0,,,497,Cans Bar and Canteen,Charlotte,NC
523,868.0,THP Light (2006),American Blonde Ale,12.0,,5.703628270796649,497,Cans Bar and Canteen,Charlotte,NC$%~!
524,867.0,THP Dark (2006),English Dark Mild Ale,12.0,,,497,Cans Bar and Canteen,Charlotte,N
525,2068.0,Imperial Pumpkin Stout,Pumpkin Ale,16.0,0.485223105147895,43.0,230,Cape Ann Brewing Company,Gloucester,pt
526,6992.4199709404775,Dead-Eye DIPA,American Double / Imperial IPA,16.0,0.09,130.0,230,Cape Ann Brewing Company,Gloucester,MA
527,2066.0,Fisherman's IPA,American IPA,12.0,0.055,64.0,230,Cape Ann Brewing Company,Gloucester,MA
528,2065.0,Fisherman's Pils,German Pilsener,12.0,0.054,35.0,230,Cape Ann Brewing Company,Gloucester,MA
529,2064.0,Fisherman's Brew,American Amber / Red Ale,54.278556329147634,0.055,30.0,230,Cape Ann Brewing Company,Gloucester,MA
530,1928.0,Cape Cod Red,American Amber / Red Ale,16.0,0.055,35.0,267,Cape Cod Beer,Hyannis,MA
531,1927.0,Beach Blonde,American Blonde Ale,16.0,0.049,10.0,267,Cape Cod Beer,Hyannis,MA
532,2227.0,Dark Voyage Black IPA (2013),American Black Ale,12.0,0.065,80.0,192,Capital Brewery,Middleton,WI
533,2226.0,Wisconsin Amber,Vienna Lager,12.0,0.052,28.0,192,Capital Brewery,Middleton,WI
534,2225.0,Lake House,Munich Helles Lager,12.0,0.046,18.0,192,Capital Brewery,Middleton,WI
535,1954.0,Ghost Ship White IPA,American IPA,12.0,0.056,55.0,192,Capital Brewery,Middleton,WI
536,1910.0,Lake House,Munich Helles Lager,16.0,0.046,18.0,192,Capital Brewery,Middleton,WI
537,1177.0,MutinyIPA,American IPA,12.0,0.062,70.0,192,Capital Brewery,Middleton,WI
538,840.0,Wisconsin Amber (1998),Vienna Lager,12.0,0.052,,192,Capital Brewery,Middleton,WI
539,180.0,Island Wheat,American Pale Wheat Ale,12.0,0.042,,192,Capital Brewery,Middleton,WI
540,63.0,Wisconsin Amber (2013),Vienna Lager,12.0,0.052,,192,Capital Brewery,Middleton,WI
541,62.0,U.S. Pale Ale,American Pale Ale (APA),12.0,0.05,,192,Capital BrewvCy,Middleton,WI
542,61.0,Supper Club Lager,American Pale Lager,12.0,,,192,Capital Brewery,Middleton,WI
543,784.0,Carolina Lighthouse (2007),American Blonde Ale,12.0,0.04,,504,Carolina Beer & Beverage,Mooresville,NC
544,783.0,Carolina Blonde (2006),AmericanBlondeAle,12.0,0.05,,504,Carolina Beer & Beverage,Mooresville,NC
545,782.0,Carolina Blonde Light (2005),American Blonde Ale,12.0,0.035,,504,Carolina Beer & Beverage,Mooresville,NC
546,2255.0,Santa's Secret,WinteremraW r,16.0,0.059,22.0,179,Carolina Brewery,Pittsboro,NC
547,530.0,FlagshipIPA,English India Pale Ale (IPA),12.0,0.057,,179,Carolina Brewery,Piobsttro,NC
548,427.0,Sky Blue Golden Ale,Kölsch,12.0,0.051,,179,Carolina Brewery,Pittsboro,NC
549,2094.0,Epitome,American Black Ale,16.0,0.099,100.0,222,Carton Brewing Company,Atlantic Highlands,NJ
550,1941.0,Monkey Chased the Weasel,Berliner Weissbier,16.0,0.039,9.0,222,Carton Brewing Company,Atlantic Highlands,NJ
551,1940.0,077XX,American Double / Imperial IPA,16.0,0.078,80.0,222,Carton Brewing Company,Atlantic Highlands,NJ
552,1439.0,Boat Beer,American IPA,12.0,0.042,35.0,222,Carton Brewing Company,Atlantic Highlands,NJ
553,1465.0,Granny Smith Hard Apple Cider,Cider,16.0,0.069,,404,Cascadia Ciderworks United,Portland,OR
554,1464.0,Dry Hard Apple Cider,Cider,16.0,0.069,,404,Cascadia Ciderworks United,Portland,OR
555,1744.0,Farmer Ted's Cream Ale,Cream Ale,12.0,0.056,4.724435790535935,1,Catawba Brewing Company,Morganton,NC
556,1743.0,Firewater India Pale Ale,American IPA,12.0,0.052,,331,Catawba Brewing Company,Morganton,NC
557,1742.0,White Zombie Ale,Witbier,12.0,0.047,,331,Catawba Brewing Company,Morganton,NC
558,1719.0,King Winterbolt Winter Ale,Winter Warmer,12.0,0.07,3.805186614147676,331,Catawba Brewing Company,Morganton,NC
559,638.0,White Zombie Ale,Witbier,12.0,0.14715426917271957,,331,Catawba Brewing Company,Morganton,NC
560,507.0,Firewater India Pale Ale,American IPA,12.0,0.052,,331,Catawba Brewing Company,Morganton,NC
561,480.0,Farmer Ted's Farmhouse Cream Ale,Cream Ale,12.0,0.056,,331,Catawba Brewing Company,Morganton,NC
562,1882.0,Whitecap Wit,Witbier,16.0,0.048,16.0,285,Catawba Island Brewing,Port Clinton,OH
563,1881.0,Seiche Scottish Ale,Sco??ttish Ale$,16.0,0.078,16.0,285,CatawbaIslandBrewing,Port Clinton,OH
564,2446.0,Peanut Butter Jelly Time,American Brown Ale,12.0,0.058,,~~%!!96,Catawba Valley Brewing Company,Morganton,NC
565,2106.0,King Coconut,American Porter,12.0,0.054,,96,Catawba Valley Brewing Company,Morganton,NC
566,2600.0,Gone A-Rye,American Double / Imperial IPA,16.0,0.085,90.0,29,Cedar Creek Brewery,Seven Points,TX
567,2210.0,Special Release,,16.0,,,29,Cedar Creek Brewery,Seven Points,TX
568,2052.0,Dankosaurus,American IPA,16.0,0.068,70.0,29,Cedar Creek Brewery,Seven Points,TX
569,1584.0,Scruffy's Smoked Alt,Smoked Beer,16.0,0.051,35.0,29,Cedar Creek Brewery,Seven Points,TX
570,1182.0,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),16.0,0.051,36.0,29,Cedar Creek Brewery,Seven Points,TX
571,1050.0,The Lawn Ranger,Cream Ale,16.0,0.05,18.0,29,Cedar Creek Brewery,Seven Points,TX
572,1219.0,All American Blonde Ale,American Blonde Ale,12.0,0.05,,452,Centennial Beer Company,Edwards,CO
573,1218.0,All American Red Ale,American Amber / Red Ale,12.0,0.05,,452,eer,Edwards,CO
574,2377.0,Main St. Virginia Ale,Altbier,12.0,0.05,40.0,122,Center of the Universe Brewing C...,Ashland,VA
575,1839.0,Chin Music Amber Lager,American Amber / Red Lager,12.0,0.045,24.0,122,Center of the Universe Brewing C...,Ashland,VA
576,1248.0,Main St. Virginia Ale,Altbier,12.0,0.05,40.0,122,Center of the Universe Brewing C...,Ashland,VA
577,1247.0,Ray Ray’s Pale Ale,American Pale Ale (APA),12.0,0.052,42.0,122,Center of the Universe Brewing C...,Ashland,VA
578,1649.0,Chai Ale,Herbed / Spiced Beer,16.0,0.051,15.0,350,Central Coast Brewing Company,San Luis Obispo,CA
579,1648.0,Lucky Day IPA,American IPA,16.0,0.072,85.0,350,Central Coast Brewing Company,San Luis Obispo,CA
580,1647.0,Terrace Hill Double IPA,American Double / Imperial IPA,16.0,0.095,99.0,350,Central Coast Brewing Company,San Luis Obispo,CA
581,1646.0,Catch 23,American Black Ale,16.0,0.075,77.0,3S0,Central Coast Brewing Company,San Luis Obispo,CA
582,2057.0,Stickin' In My Rye,Rye Beer,24.0,0.07,3.6944287036680774,2#%36,Champion Brewing Company,Charlottesville,VA
583,2056.0,Black Me Stout,American Stout,12.0,0.06,45.0,236,Champion Brewing Company,Charlottesville,VA
584,2055.0,Killer Kolsch,Kölsch,12.0,0.05,22.0,236,Champion Brewing Company,Charlottesville,VA
585,1933.0,Missile IPA,American IPA,12.0,0.07,65.0,236,Champion Brewing Company,Charlottesville,VA
586,2019.0,Enlighten,Kölsch,16.0,0.045,,250,Chapman's Brewing,Angola,IN
587,2018.0,Ale Cider,Fruit / Vegetable Beer,16.0,0.065,8.0,250,Chapman's Brewing,Angola,IN
588,2017.0,Pail Ale,American Pale Ale (APA),16.0,0.055,30.0,250,Chapman's Brewing,Angola,IN
589,2016.0,Englishman,English Brown Ale,16.0,0.045,,250,Chapman's Brewing,A%ngola#$##,IN
590,2080.0,8 Barrel,American Strong Ale,16.0,0.25642097932357233,69.0,226,Chatham Brewing,Chatham,NY
591,6818.345788392857,Oktoberfest,Märzen / Oktoberfest,16.0,0.055,40.0,226,Chatham Brewing,Chatham,NY
592,2380.0,IPA #11,American IPA,16.0,0.057,58.0,121,Cheboygan Brewing Company,Cheboygan,MI
593,2379.0,Blood Orange Honey,Fruit / Vegetable Beer,16.0,0.057,10.0,121,Cheboygan Brewing Company,Chebgyoan,MI
594,2354.0,Lighthouse Amber,Altbier,16.0,0.20376814070029378,,121,Cheboygan Brewing Company,Cheboygan,MI
595,2440.0,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12.0,0.089,126.0,99,Christian Moerlein Brewing Company,Cincinnati,OH
596,567.0,Churchkey Pilsner Style Beer,American Pilsner,12.0,0.049,29.0,526,Churchkey Can Company,Seattle,WA
597,1342.0,First Press,Cider,67.41791045994725,0.05,,425,Ciderboys,Stevens Point,WI
598,1341.0,Magic Apple,Cider,12.0,0.05,,425,Ciderboys,Stevens Point,WI
599,2349.0,Cubano Espresso,Bock,12.0,0.055,25.0,141,Cigar City Brewing Company,Tampa,FL
600,2014.0,Operation Homefront,American IPA,12.0,0.062,65.0,141,Cigar City Brewing Company,Tampa,FL
601,2013.0,Wandering Pelican,American Black Ale,12.0,0.082,65.0,141,Cigar City Brewing Company,Tampa,FL
602,2012.0,Sugar Plum,American Brown Ale,12.0,0.055,,141,Cigar City Brewing Company,Tampa,FL
603,2011.0,Oktoberfest,Märzen / Oktoberfest,12.0,0.055,,141,Cigar City Brewing Company,Tampa,FL
604,2010.0,Puppy's Breath Porter,American Porter,12.0,0.06,,141,Cigar City Brewing Company,Tampa,FL
605,2009.0,Happening Now,American IPA,12.0,0.045,,141,Cigar City Brewing Company,Tampa,FL
606,1726.0,Hopped on the High Seas (Hop #529),American IPA,12.0,0.4159718091185549,60.0,141,Cigar City Brewing Company,Tampa,FL
607,1725.0,Hopped on the High Seas (Calypso),American IPA,12.0,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
608,1695.0,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.0,0.063,,141,Cigar City Brewing Company,Tampa,FL
609,1694.0,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
610,1693.0,HS hgiH eht no deppoeas (Citra),American IPA,12.0,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
611,1692.0,Hopped on the High Seas (Ahtanum),American IPA,12.0,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
612,1369.0,Gwar Beer,American Pale Ale (APA),12.0,0.055,,141,Cigar City Brewing Company,Tampa,FL
613,1243.0,Tropical Heatwave,American Pale Wheat Ale,16.0,0.052,,141,Cigar City Brewing Company,Tampa,??FL
614,1142.0,Humidor Series India Pale Ale,American IPA,12.0,0.075,70.0,141,Cigar City Brewing Company,Tampa,FL
615,1141.0,Jai Alai IPA Aged on White Oak,American IPA,12.0,0.075,70.0,141,Cigar City Brewing Company,Tampa,FL
616,1140.0,José Martí American Porter,American Porter,12.0,0.08,65.0,141,Cigar City Brewing Company,Tampa,FL
617,1139.0,InvasionPaleAle,American Pale Ale (APA),12.0,0.05,,141,Cigar City Brewing Company,Tampa,FL
618,1138.0,Maduro Brown Ale,English Brown Ale,12.0,0.055,25.0,141,Cigar City Brewing Compjny,Tampa,FL
619,571.0,Maduro Brown Ale,American Brown Ale,12.0,0.055,25.0,141,Cigar City Brewing Company,Tampa,FL
620,570.0,Hotter Than Helles Lager,Munich Helles Lager,12.0,0.05,,141,Cigar City Brewing Company,Tampa,FL
621,569.0,Tocobaga Red Ale,American Amber / Red Ale,12.0,0.072,75.0,141,Cigar City Brewing Company,Tampa,FL
622,546.0,Jai Alai IPA,American IPA,12.0,0.075,70.0,141,Cigar City Brewing Company,Tampa,FL
623,545.0,Florida Cracker Belgian Wit,Witbier,12.0,0.27308242097783675,18.0,141,Cigar City Brewing Company,Tampa,FL
624,2338.0,Shark Tracker Light lager,Light Lager,12.0,0.048,,145,Cisco Brewers,Nantucket,MA
625,1365.0,Pumple Drumkin,Pumpkin Ale,12.0,0.06,,145,Cisco Brewers,Nantucket,MA
626,1094.0,Grey Lady,Witbier,12.0,0.045,,145,Cisco Brewers,Nantucket,MA
627,2838.8435394580047,Summer of Lager,Munich Helles Lager,12.0,0.062,,145,Cisco Brewers,Nantucket,MA
628,656.0,Indie Pale Ale,American IPA,12.0,0.065,,145,Cisco Brewers,Nantucket,MA
629,359.0,Sankaty Light Lager,Light Lager,12.0,0.038,,145,Cisco Brewers,Nantucket,MA
630,56.0,Whale's Tale Pale Ale,English Pale Ale,12.0,0.056,,145,Cisco Brewers,Nantucket,MA
631,1772.0,Jacaranada Rye IPA,American IPA,16.0,0.067,60.0,320,Claremont Craft Ales,Claremont,CA
632,1393.0,Cascadian Dark Ale,American Black Ale,12.0,0.06,75.0,418,Coalition Brewing Company,Portland,OR
633,893.0,Wheat the People,American Pale Wheat Ale,16.0,0.044,13.0,418,Coalition Brewing Company,Portland,OR
634,1407.0,Tybee Island Blonde,American Blonde Ale,12.0,0.047,17.0,415,Coastal Empire Beer Company,Savannah,GA
635,4844.775474738604,Savannah Brown Ale,American Brown Ale,58.50208825791199,0.062,55.0,415,Coastal Empire Beer Company,Savannah,GA
636,2438.0,Rhode Island Blueberry,Kölsch,12.0,0.046,11.0,101,Coastal Extreme Brewing Company,Newport,RI
637,2437.0,Newport Storm IPA,American IPA,12.0,0.065,75.0,101,Coastal Extreme Brewing Company,###Newpor^^%t,RI
638,751.0,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0,0.052,24.0,101,Coastal Extreme Brewing Company,Newport,TL
639,120.0,Hurricane Amber Ale,American Amber / Red Ale,12.0,0.052,24.0,101,Coastal Extreme Brewing Company,Newport,RI
640,2061.0,Big Blue Van,Fruit / Vegetable Beer,16.0,0.058,,232,College Street Brewhouse and Pub,Lake Havasu City,AZ
641,970.0,Des Moines IPA,American IPA,16.0,0.068,75.0,482,Confluence Brewing Company,D^^es Mo~!in~!es,IA
642,969.0,^^Capital ##??Gold ^^Golden Lager,German Pilsener,16.0,0.048,22.0,4iR,Confluence Brewing Company,Des Moines,IA
643,968.0,Farmer John's Multi-Grain Ale,American Blonde Ale,16.0,0.056,21.0,482,Confluence Brewing Company,Des Moines,IA
644,2351.0,Behemoth,American Pilsner,12.0,0.05,,139,Core Brewing & Distilling Company,Springdale,AR
645,1650.0,Arkansas Red,American Amber / Red Ale,12.0,0.18775508518264272,,193,Core Brewing & Distilling Company,Springdale,AR
646,1337.0,m,Oatmeal Stout,12.0,0.057,,139,Core Brewing & Distilling Company,Springdale,AR
647,1336.0,Core ESB,Extra Special / Strong Bitter (ESB),12.0,0.061,,139,Core Brewing & Distilling Company,Springdale,AR
648,737.0,Chester's Beer (2005),American Pale Lager,12.0,0.038,,512,Cottrell Brewing,Pawcatuck,CT
649,129.0,Heiner Brau Kölsch,Kölsch,12.0,0.05,,553,Covington Brewhouse,Novinmton,LA
650,716.0,Trigger Blonde Ale,American Blonde Ale,16.0,0.048,,515,Crabtree Brewing Company,Greeley,CO
651,659.0,Crabtree Oatmeal Stout,Oatmeal Stout,16.0,0.075,29.0,515,Crabtree Brewing Company,Greeley,CO
652,1944.759212420169,Eclipse Black IPA,American Black Ale,16.0,0.077,71.0,515,Crabtree Brewing Company,Greeley,CO
653,2538.0,Neomexicanus Native,American Pale Ale (APA),12.0,0.06,46.0,63,Crazy Mountain Brewing Company,Edwards,CO
654,12962.324675499345,Old Soul,Belgian Strong Pale Ale,12.0,0.075,25.0,63,Crazy Mountain Brewing Company,a,CO
655,1689.0,Snowcat Coffee Stout,American Stout,12.0,0.059,,63,Crazy Mountain Brewing Company,Edwards,CO
656,1163.0,WinterWonderGrass Festival Ale,American Amber / Red Ale,12.0,,,63,Crazy Mountain Brewing Company,Edwards,CO
657,940.0,Boohai Red Ale,American Amber / Red Ale,12.0,,5.981754368130661,63,Crazy Mountain Brewing Company,Edwards,CO
658,685.0,Lava Lake Wit,Witbier,12.0,0.052,15.0,63,Crazy Mountain Brewing Company,Edwards,CO
659,613.0,Mountain Livin' Pale Ale,American Pale Ale (APA),12.0,0.06,,63,Crazy Mountain Brewing Company,Edwards,CO
660,356.0,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0,0.052,25.0,63,Crazy Mountain Brewing Company,Edwards,CO
661,2029.0,Tropicalia,American IPA,12.0,0.065,65.0,247,Creature Comforts,Athens,GA
662,2028.0,Athena,Berliner Weissbier,12.0,0.045,,247,Creature Comforts,Athens,GA
663,2293.0,Aviator Raspberry Blonde,American Blonde Ale,12.0,0.049,25.0,9,Crooked Fence Brewing Company,Garden City,ID
664,1105.0,3 Picket Porter,American Porter,12.0,0.055,,169,Crooked Fence Brewing Company,Garden City,ID
665,1104.0,Rusty Nail Pale Ale,American Pale Ale (APA),12.0,0.056,,169,ewing Company,Garden City,ID
666,2145.0,Red Water Irish Style Red,American Amber / Red Ale,12.0,0.065,,212,Crow Peak Brewing Company,Spearfish,SD
667,1804.0,Mjöllnir,Herbed / Spiced Beer,12.0,0.066,,212,Crow Peak Brewing Company,Spearfish,SD
668,1602.0,Bear Butte Nut Brown Ale,American Brown Ale,12.0,0.055,,212,Crow Peak Brewing Company,Spearfish,SD
669,1301.0,Easy Livin' Summer Ale,American Blonde Ale,12.0,0.045,,212,Crow Peak Brewing Company,Spearfish,SD
670,542.0,Canyon Cream Ale,Cream Ale,12.0,0.055,,212,Crow Peak Brewing Company,Spearfish,SD
671,272.0,Pile O'Dirt Porter,American Porter,12.0,0.069,,212,Crow Peak Brewing Copmany,Spearfish,SD
672,271.0,11th Hour IPA,American IPA,12.0,0.28576290692275585,,212,Crow Peak Brewing Company,Spearfish,SD
673,1057.0,South Ridge Amber^^ Ale,American Amber / Red Ale,16.0,0.06,31.0,472,Crystal Springs Brewing Company,Boulder,CO
674,681.0,Summertime Ale,Kölsch,16.0,0.052,23.0,472,Crystal Springs Brewing Company,Boulder,CO
675,1789.0,Lost River Blonde Ale,American lBonde Ale,16.0,0.049,,315,Cutters Brewing Company,Avon,IN
676,1788.0,Monon Wheat,Witbier,16.0,0.054,,315,Cutters Brewing Company,Avon,IN
677,1787.0,Floyd's Folly,Scottish Ale,16.0,0.08,,315,Cutters Brewing Company,Avon,IN
678,1786.0,Half Court IPA,American IPA,16.0,0.063,,315,Cutters Brewing Company,Avon,IN
679,1763.0,Geary's Pale Ale,English Pale Ale,12.0,0.045,,323,D.L. Geary Brewing Company,Portland,ME
680,1311.0,Geary's Summer Ale,Kölsch,12.0,0.06,,323,D.L. Geary Brewing Company,Portland,ME
681,2078.0,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0,0.08,,227,DC Brau Brewing Company,Washington,DC
682,1809.0,The Tradition,American Blonde Ale,12.0,0.05,15.0,227,DC Brau Brewing Company,Washington,DC
683,1263.0,El Hefe Speaks,Hefeweizen,12.0,0.053,11.0,227,DC Brau Brewing Company,Washington,DC
684,1092.0,Penn Quarter Porter,American Porter,12.0,0.055,,227,DC Brau Brewing Company,Washington,DC
685,851.0,On the Wings of Armageddon,American Double / Imperial IPA,12.0,0.092,115.0,227,DC Brau Brewing Company,Washington,DC
686,957.8646559034194,The Corruption,American IPA,12.0,0.065,80.0,227,DC Brau Brewing Company,Washington,DC
687,185.0,The Citizen,Belgian Pale Ale,12.0,0.07,,227,DC Brau Brewing Company,Washington,DC
688,184.0,The Public,American Pale Ale (APA),12.0,0.06,,227,DC Brau Brewing Company,Washington,DC
689,1224.0,Dank IPA,American IPA,16.0,0.065,,451,Dad & Dude's Breweria,Aurora,CO
690,964.0,Dank IPA (2012),American IPA,16.0,0.065,,451,Dad & Dude's Breweria,Aurora,CO
691,1623.0,Lift Off IPA,American IPA,16.0,0.072,,358,Daredevil Brewing Company,Shelbyville,IN
692,110.0,BrewFarm Select Golden Lager,American Pale Lager,12.0,0.055,,554,Dave's Brewfarm,Wilson,WI
693,1735.0,Sprocket Blonde Ale (2006),American Blonde Ale,12.0,0.05,,333,David's Ale Works,Diamond Springs,CA
694,1734.0,rocket Pale Ale (2,American Pale Ale (APA),12.0,0.05,,333,David's Ale Works,Diamond Springs,CA
695,1746.0,Dead Armadillo Amber Ale,American Amber / Red Ale,12.0,0.32955087856816156,37.0,330,Dead Armadillo Craft Brewing,Tulsa,OK
696,2371.0,Neato Bandito,Euro Pale Lager,12.0,0.06,,127,Deep Ellum Brewing Company,Dallas,TX
697,2251.0,Oak Cliff Coffee Ale,American Brown Ale,12.0,0.075,33.0,127,Deep Ellum Brewing Company,Dallas,TX
698,2166.0,Dream Crusher Double IPA,American Double / Imperial IPA,12.0,0.085,100.0,127,Deep Ellum Brewing Company,Dallas,TX
699,1827.0,Deep Ellum Pale Ale,American Pale Ale (APA),12.0,0.06,,127,Deep Ellum Brewing Company,Dallas,TX
700,1203.0,Double Brown Stout,Baltic%##???? Porter,12.0,0.07,,127,Deep Ellum Brewing Company,Dallas,TX
701,1202.0,Farmhouse Wit,Saison / Farmhouse Ale,16.0,0.048,25.0,127,Deep Ellum Brewing Company,Dallas,TX
702,1161.0,Rye Pils Session Lager,German Pilsener,70.11324721171361,0.046,,127,Deep Ellum Brewing Company,Dallas,TZ
703,946.0,Dallas Blonde,American Blonde Ale,12.0,0.052,23.0,127,Deep Ellum Brewing Company,Dallas,TX
704,943.0,Deep Ellum IPA,American IPA,12.0,0.07,70.0,127,Deep Ellum Brewing Company,Dallas,TX
705,1886.0,Thrasher Session India Pale Ale,American IPA,60.93736554912775,0.045,44.0,283,Defiance Brewing Company,#%%Hays,KS
706,1885.0,Gutch English Style Mild Ale,EnM elaP hsilgild Ale,12.0,0.05,16.0,283,Defiance Brewing Company,Hays,KS
707,1213.0,Chuli Stout,Irish Dry Stout,61.107026144767005,0.059,55.0,453,Denali Brewing Company,Talkeetna,AK
708,1159.0,Mother Ale,American Blonde Ale,12.0,0.056,46.0,453,Denali Brewing Company,Talkeetna,AK
709,947.0,Twister Creek India Pale Ale,American IPA,12.0,0.065,71.0,453,Denali Brewing Company,Talkeetna,AK
710,929.0,Single Engine Red,Irish Red Ale,42.665394327755834,0.058,46.0,453,Denali Brewing Company,Talkeetna,AK
711,1944.0,IncredAPI ladeP elbi,American IPA,12.0,0.07,,263,Denver Beer Company,Denver,CO
712,7429.628518082331,Graham Cracker Porter,American Porter,12.0,0.05,,263,Denver Beer Company,Denver,CO
713,1210.0,Mirror Pond Pale Ale,American Pale Ale (APA),12.0,0.05,40.0,454,Deschutes Brewery,Bend,OR
714,2550.0,Weissenheimer,Hefeweizen,12.0,0.052,16.0,57,Destihl Brewery,Bloomington,IL
715,2505.0,Abbey's Single (2015- ),Abbey Single Ale,12.0,0.049,22.0,57,Destihl Brewery,Bloomington,IL
716,2025.0,Vertex IPA,American IPA,12.0,0.063,76.0,57,Destihl Brewery,Bloomington,yb
717,2021.0,Here Gose Nothin',Gose,12.0,0.05,12.0,57,Destihl Brewery,Bloomington,IL
718,2015.0,Strawberry Blonde,Fruit / Vegetable Beer,12.0,0.05,,57,Destihl Brewery,Bloomington,IL
719,1888.0,Hoperation Overload,American Double / Imperial IPA,12.0,0.096,85.0,57,Destihl Brewery,Bloomington,IL
720,1887.0,Abbey's Single Ale (Current),Abbey Single Ale,12.0,0.2863651989332236,22.0,57,Destihl Brewery,Bloomington,IL
721,2051.0,Bravo Four Point,American Pale Ale (APA),12.0,0.044,45.0,237,Devil's Backbone Brewing Company,Lexington,VA
722,1201.0,Striped Bass Pale Ale,American Pale Ale (APA),12.0,0.052,26.0,237,Devil's Backbone Brewing Company,Lexington,VA
723,4505.633033225965,Deadicated Amber,American Amber / Red Ale,16.0,0.054,27.0,491,Devil's Canyon Brewery,Belmont,CA
724,731.0,Kaleidoscope Collaboration 2012,American Black Ale,16.0,,5.237806310140829,LJ1,Devil's Canyon Brewery,Belmont,CA
725,730.0,California Sunshine Rye IPA,American IPA,16.0,0.071,85.0,491,Devil's Canyon Brewery,Belmont,CA
726,647.0,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16.0,0.074,12.0,491,Devil's Canyon Brewery,Belmont,CA
727,1773.0,12 Man Pale Ale,American Pale Ale (APA),12.0,0.045,3.911506535526683,319,Dick's Brewing Company,Centralia,WA
728,9971.756099308473,Filthy Hoppin' IPA,American IPA,16.0,0.065,72.0,311,Di###rty Bucket Brewing Company,Woodinville,WA
729,944.0,Dock Street Amber Beer (1992),American Amber / Red Ale,12.0,,,488,Dock Street Brewery,Philadelphia,PA
730,524.0,Dolores River Hefeweizen,Hefeweizen,74.5612304063332,,,53^^1,Dolores River Brewery,Dolores,CO
731,450.0,Dolores River ESB,Extra Special / Strong Bitter (ESB),16.0,,,531,Dolores River Brewery,Dolores,CO
732,449.0,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16.0,,,531,Dolores River Brewery,Dolores,CO
733,448.0,Dolores River Pale Ale,American Pale Ale (APA),16.0,,5.424597656420268,531,Dolores River Brewery,Dolores,CO
