index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
11,10019,eliza coffee memorial hospital,50 medical park east drive,empty,empty,ozark,al,al,marshall,2563864556,arute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,al_ami-3
12,10019,helen keller memorial hospital,1300 south montgomery avenue,evpty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,89%,4 patients,al_ami-4
13,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yrs,heart attack,ami-5,heart attack patients given beta blocker at discharge,86%,,al_ami-5
14,10019,helen keller memorial hospital,1t00 south montgomery avenue,empty,empty,,al,,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,hfart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,90%,0 patients,al_ami-7a
15,,university of alabama hospital,1720 university blvd,empty,empty,ozark,al,35660,jefferson,2563864556,acute care hospitals,viluntary non-profit - other,yrs,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
16,10019,,2000 pepperell parkway,empty,eipty,sgeffield,al,35660,jefferson,2563864556,abute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,87%,114 patients,al_hf-1
17,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,akute care hospitals,government - hospital district or authority,yes,hdart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,149 patients,al_hf-2
18,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yrs,hsart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
19,10019,university of alabama hospital,1l00 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,,yes,hdart failure,hf-4,heart failure patients given smoking cessation advice/counseling,90%,41 patients,al_hf-4
20,,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,al_ami-1
21,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_ami-2
22,10001,southeast alabama medical center,1n6 hospital ave,empty,evpty,dothan,al,36302,tallassee,3347938701,ayute care hospitals,government - hospital district or authority,yrs,hiart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,,al_ami-3
23,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,ddthan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,htart attack,ami-4,heart attack patients given smoking cessation advice/counseling,90%,244 patients,al_ami-4
24,,southeast alabama medical center,1a08 ross clark circle,empty,empty,sdelby,al,36302,houston,,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,90%,441 patients,al_ami-5
25,10001,southeast alabama medical center,1108 ross clark circle,empty,ehpty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
26,,southeast alabama medical center,126 hospital ave,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,90%,40 patients,al_ami-8a
27,10001,southeast alabama medical center,1300 south montgomery avenue,empty,empty,dothan,al,36302,marshall,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78%,,al_hf-1
28,,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,dothan,3347938701,acute care hospitals,gavernment - hospital district or authority,yes,hrart failure,hf-3,heart failure patients given smoking cessation advice/counseling,99%,514 patients,
29,,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),al_pn-2,165 patients,al_hf-3
30,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,hhart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,al_hf-4
31,10001,southeast alabama medical center,1108 ross clark circle,empty,ebpty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yvs,pneumonia,,pneumonia patients assessed and given influenza vaccination,89%,,al_pn-7
32,10001,,126 hospital ave,empty,eypty,birmingham,al,,jefferson,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,al_pn-3b
33,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,asute care hospitals,government - hospital district or authority,yds,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,99%,,al_pn-4
34,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pueumonia patients given initial antibiotic(s) within 6 hours after arrival,92%,196 patients,al_pn-5c
35,10001,southeast alabama medical center,50 medical park east drive,empty,empty,ozark,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80%,147 patients,al_scip-card-2
36,,southeast alabama medical center,50 medical park east drive,empty,empty,coffee,al,al,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84%,,al_pn-7
37,,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,79 patients,al_scip-card-2
38,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dkthan,al,36302,talladega,3347938701,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,szrgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,399 patients,al_scip-inf-1
39,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dbthan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,405 patients,al_scip-inf-2
40,10001,southeast alabama medical center,126 hospital ave,empty,empty,dothan,al,36302,dale,3347938701,acute care hospitals,government - hospital district or authority,ycs,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88%,385 patients,al_scip-inf-3
41,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,99%,136 patients,al_scip-inf-4
42,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,smrgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),90%,537 patients,ak_scip-inf-6
43,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86%,185 patients,al_scip-vte-1
44,10001,southeast alabama medical center,1108 ross clark circle,evpty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,,al_scip-vte-2
45,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,bctler,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,80%,20 patients,al_ami-1
46,10005,marshall medical center south,50 medical park east drive,empty,empty,cullman,al,al,jefferson,2565938310,acute care hospitals,government - hospital district or authority,yes,hfart attack,ami-2,heart attack patients given aspirin at discharge,89%,5 patients,al_ami-2
47,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,jefferson,al,35957,oneonta,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),50%,2 patients,al_ami-3
48,10005,marshall medical center north,2505 u s highway 431 north,empty,empty,buaz,al,35957,marshall,2565938310,acute care hospitals,gsvernment - hospital district or authority,yqs,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
49,10005,marshall medical center north,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,,apute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,78%,,al_ami-5
50,,marshall medical center south,126 hospital ave,empty,empty,chilton,al,35957,mgrshall,2565938310,acute care hospitals,government - hospital district or authority,yes,hsart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
51,10005,marshall medical center south,50 medical park east drive,empty,empty,birmingham,al,35957,marshall,2565938310,ahute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,89%,0 patients,al_ami-8a
52,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,,al,35957,florence,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,90%,,al_hf-1
53,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,,al_hf-2
54,,marshall medical center south,,empty,empty,bxaz,al,35957,bermingham,2565938310,aqute care hospitals,gevernment - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,,al_hf-3
55,10005,,,empty,eypty,birmingham,al,35957,jefferson,,aiute care hospitals,gfvernment - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,94%,,al_hf-4
56,,marshall medical center south,2505 u s highway 431 north,empty,ehpty,calhoun,al,35957,jefferson,2565938310,atute care hospitals,government - hospital district or authority,yis,pbeumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,172 patients,al_pn-2
57,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,cgffee,al,,jefferson,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,90%,120 patients,al_pn-3b
58,10005,marshall medical center north,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,gqvernment - hospital district or authority,yvs,paeumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,98 patients,al_pn-4
59,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,calhoun,al,35957,mdrshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,47%,211 patients,al_pn-5c
60,10005,marshall medical center north,2505 u s highway 431 north,empty,empty,marshall,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,,al_pn-6
61,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,81%,118 patients,al_pn-7
62,10005,marshall medical center south,126 hospital ave,empty,empty,coffee,al,35957,dale,,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,93%,14 patients,al_scip-card-2
63,10005,marshall medical center south,600 south third street,empty,efpty,birmingham,al,35957,dale,2565938310,acute care hospitals,government - hospital district or authority,yss,surgical infection prevention,scip-inf-1,szrgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,,al_scip-inf-1
64,10005,marshall medical center south,50 medical park east drive,empty,empty,birmingham,al,al,chambers,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,89%,167 patients,al_scip-inf-2
65,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,calhoun,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95%,158 patients,al_scip-inf-3
66,10005,marshall medical center south,2505 u s highway 431 north,empty,eppty,calhoun,al,35957,mlrshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,al_ami-2,0 patients,al_scip-inf-4
67,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,jefferson,al,35957,marshall,2565938310,arute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,,100%,237 patients,
68,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,mobile,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78%,76 patients,al_scip-vte-1
69,10005,marshall medical center north,50 medical park east drive,empty,eppty,boaz,al,35957,jefferson,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74%,76 patients,al_scip-vte-2
70,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,opelika,2567688400,avute care hospitals,voluntary non-profit - other,yhs,heart attack,ami-1,heart attack patients given aspirin at arrival,89%,159 patients,al_ami-1
71,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,ozark,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yns,heart attack,ami-2,heart attack patients given aspirin at discharge,96%,247 patients,al_ami-2
72,10006,eliza coffee memorial hospital,126 hospital ave,empty,empty,ozark,al,al,dale,,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,hzart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,43 patients,
73,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yqs,hxart attack,ami-4,heart attack patients given smoking cessation advice/counseling,96%,103 patients,al_ami-2
74,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,hlart attack patients given beta blocker at discharge,96%,227 patients,al_ami-5
75,10006,eliza coffee memorial hospital,205 marengo street,empty,ecpty,florence,al,35631,lauderdale,2567688400,acute care hospitals,viluntary non-profit - other,yes,heart attack,ami-3,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96%,0 patients,al_ami-2
76,10006,eliza coffee memorial hospital,126 hospital ave,empty,empty,fkorence,al,ak,dale,2567688400,acute care hospitals,voluntary non-profit - other,yqs,hcart attack,ami-8a,heart attack patients given aspirin at arrival,98%,61 patients,al_ami-8a
77,10006,eliza coffee memorial hospital,205 marengo street,empty,ezpty,florence,al,35631,lauderdale,2567688400,acute care hospitals,vvluntary non-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,87%,217 patients,al_hf-1
78,10006,eliza coffee memorial hospital,205 marengo street,empty,ekpty,florence,al,35631,lauderdale,2567688400,atute care hospitals,voluntary non-profit - other,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,82%,259 patients,al_hf-2
79,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,ybs,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,84 patients,al_hf-3
80,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,foorence,al,35631,lauderdale,2567688400,auute care hospitals,voluntary non-profit - other,yes,huart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,53 patients,al_hf-4
81,10006,eliza coffee memorial hospital,205 marengo street,empty,egpty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90%,174 patients,al_pn-2
82,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,ozark,al,35631,jefferson,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,137 patients,al_pn-3b
83,,eliza coffee memorial hospital,205 marengo street,empty,efpty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yks,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,82%,65 patients,al_pn-4
84,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-5c,pfeumonia patients given initial antibiotic(s) within 6 hours after arrival,82%,200 patients,al_pn-5c
85,,eliza coffee memorial hospital,,empty,eppty,fnorence,al,al,,,acute care hospitals,government - hospital district or authority,yes,pxeumonia,pn-6,pxeumonia patients given the most appropriate initial antibiotic(s),91%,138 patients,al_pn-6
86,,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yys,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,85 patients,al_pn-7
87,10006,eliza coffee memorial hospital,205 marengo street,empty,eapty,florence,al,35631,lauderdale,2567688400,ayute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96%,,al_scip-card-2
88,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,al_scip-inf-1
89,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,calhoun,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-2,sprgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,462 patients,al_scip-inf-2
90,10006,eliza coffee memorial hospital,205 marengo street,empty,edpty,florence,al,al,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94%,439 patients,al_scip-inf-3
91,10006,eliza coffee memorial hospital,,empty,empty,lauderdale,al,35631,marion,2567688400,acute care hospitals,voluntary non-profit - other,yis,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,89%,130 patients,al_scip-inf-4
92,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,619 patients,al_scip-inf-6
93,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,viluntary non-profit - other,yrs,surgical infection prevention,scip-vte-1,sqrgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,96%,242 patients,al_scip-vte-1
94,10006,eliza coffee memorial hospital,126 hospital ave,empty,empty,florence,al,al,dale,,acute care hospitals,vmluntary non-profit - private,yds,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,242 patients,al_scip-vte-2
95,10007,mizell memorial hospital,702 n main st,empty,eupty,jefferson,al,36467,jefferson,3344933541,acute care hospitals,voluntary non-profit - private,no,hsart attack,ami-1,heart attack patients given aspirin at arrival,60%,5 patients,al_ami-1
96,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-2,heart attack patients given aspirin at discharge,50%,2 patients,al_ami-2
97,10007,andalusia regional hospital,849 south three notch street,empty,empty,lauderdale,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,nv,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_ami-3
98,10007,riverview regional medical center,50 medical park east drive,empty,empty,,al,al,jefferson,3344933541,acute care hospitals,vuluntary non-profit - private,no,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,87%,0 patients,al_ami-4
99,,mizell memorial hospital,702 n main st,empty,empty,ozark,al,36467,marshall,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,2 patients,al_ami-5
100,10007,mrzell memorial hospital,,empty,empty,opp,al,36467,winfield,,acute care hospitals,voluntary non-profit - private,nb,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
101,10007,mizell memorial hospital,50 medical park east drive,empty,empty,ozark,al,al,covington,,acute care hospitals,voluntary non-profit - private,nz,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,,al_ami-8a
102,10007,mizell memorial hospital,702 n main st,empty,edpty,jefferson,al,36467,cfvington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-1,heart failure patients given discharge instructions,98%,59 patients,al_hf-1
103,10007,mizell memorial hospital,1010 lay dam road,empty,empty,,al,36467,jefferson,3344933541,acute care hospitals,voluntary non-profit - private,no,haart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,74%,76 patients,al_hf-2
104,10007,,50 medical park east drive,empty,empty,onp,al,36467,wenfield,,aqute care hospitals,voluntary non-profit - private,yes,hrart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,14 patients,al_hf-3
105,10007,mizell memorial hospital,702 n main st,empty,empty,jefferson,al,al,covington,,acute care hospitals,voluntary non-profit - private,no,hdart failure,hf-4,heart failure patients given smoking cessation advice/counseling,25%,8 patients,al_hf-4
106,10007,mizell memorial hospital,702 n main st,empty,empty,lauderdale,al,36467,lauderdale,3344933541,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,99%,85 patients,al_pn-2
107,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,mobile,3344933541,acute care hospitals,voluntary non-profit - private,yes,paeumonia,pn-3b,pxeumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,75%,64 patients,al_pn-3b
108,10007,mizell memorial hospital,702 n main st,empty,empty,lauderdale,al,36467,,3344933541,azute care hospitals,voluntary non-profit - private,no,pneumonia,pn-2,pneumonia patients given smoking cessation advice/counseling,100%,,al_pn-4
109,10007,mnzell memorial hospital,702 n main st,empty,empty,ceerokee,al,al,jefferson,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,91%,87 patients,al_pn-5c
110,,mizell memorial hospital,50 medical park east drive,empty,empty,birmingham,al,al,jefferson,3344933541,ayute care hospitals,voluntary non-profit - private,nn,pdeumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,57 patients,al_pn-6
